,user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language,Parsed,lemmas
1258,mind matter|God's arms,"""@BagyongYoIanda: With Napoles and Chicser. #RIP"" finally",1383923833.0,mikabadillo,'398952377027272704',Alaska,,-32400.0,,en,"""@BagyongYoIanda: With Napoles and Chicser. #RIP"" finally","[@BagyongYoIanda, Napoles, Chicser, RIP, finally]"
1259,Melbourne,@jonstribling Shorten is a vicious political  monster. Rudd has to leave Parliament for ALP to have a chance and Hockey will pork barrel,1383923876.0,deccles26,'398952556564471808',Melbourne,,39600.0,,en,@jonstribling Shorten is a vicious political  monster. Rudd has to leave Parliament for ALP to have a chance and Hockey will pork barrel,"[@jonstribling, Shorten, vicious, political,  , monster, Rudd, leave, Parliament, ALP, chance, Hockey, pork, barrel]"
1260,"Mankato, Minnesota",Amen I say to you if Napoles will be found guilty AND all politicians associated with the case will be convicted with her.,1383924105.0,anthonybaliuag,'398953519182794752',Baghdad,,10800.0,,en,Amen I say to you if Napoles will be found guilty AND all politicians associated with the case will be convicted with her.,"[Amen, Napoles, found, guilty, politicians, associated, case, convicted]"
1261,"Manila, Philippines",Napoles the liar should be sent now to ordinary jail! We need the whistle blowers and not a liar like Napoles!  http://t.co/a6lC3nrhW5,1383924270.0,DelfinEclevia,'398954210995097600',,,,,en,Napoles the liar should be sent now to ordinary jail! We need the whistle blowers and not a liar like Napoles!  http://t.co/a6lC3nrhW5,"[Napoles, liar, sent, ordinary, jail, need, whistle, blowers, liar, like, Napoles,  , http://t.co/a6lC3nrhW5]"
1262,"Cebu, Philippines",Flash floods. Pork barrel scam. Zamboanga crisis. Major earthquake. Super typhoon. What a disastrous year for us Filipinos. #BangonPilipinas,1383924359.0,cotiaAllen,'398954582430076929',Abu Dhabi,,14400.0,,en,Flash floods. Pork barrel scam. Zamboanga crisis. Major earthquake. Super typhoon. What a disastrous year for us Filipinos. #BangonPilipinas,"[Flash, floods, Pork, barrel, scam, Zamboanga, crisis, Major, earthquake, Super, typhoon, disastrous, year, Filipinos, BangonPilipinas]"
1263,,@Ciara_Napoles10 @BlakeBodily70 @_kylee_price_ @cinacbekir thank you napoles!,1383924533.0,Cole_Fuller3,'398955311689519104',,,,,en,@Ciara_Napoles10 @BlakeBodily70 @_kylee_price_ @cinacbekir thank you napoles!,"[@Ciara_Napoles10, @BlakeBodily70, @_kylee_price, @cinacbekir, thank, napoles]"
1264,Dagupan City,"""PHOTO: Juana Change is also among the anti-pork barrel protesters in front of the Senate http://t.co/3dj3fOWv8y | via @iancruz_gmanews""",1383924552.0,ErickUngos,'398955393679777792',Seoul,,32400.0,,en,"""PHOTO: Juana Change is also among the anti-pork barrel protesters in front of the Senate http://t.co/3dj3fOWv8y | via @iancruz_gmanews""","[PHOTO, Juana, Change, anti, pork, barrel, protesters, Senate, http://t.co/3dj3fOWv8y, |, @iancruz_gmanews]"
1265,"Amberg, United States","Lord, please stop #YolandaPh or better throw napoles with it.",1383924603.0,caruana_ortela,'398955607702900736',,,,,en,"Lord, please stop #YolandaPh or better throw napoles with it.","[Lord, stop, YolandaPh, better, throw, napoles]"
1266,Imus City,Pork barrel kings gambit http://t.co/FDIFcULMHz ......w/c is a public lynching of his political opponents while he keeps the loot.,1383924637.0,itang_seryo,'398955750174638080',Hong Kong,,28800.0,,en,Pork barrel kings gambit http://t.co/FDIFcULMHz ......w/c is a public lynching of his political opponents while he keeps the loot.,"[Pork, barrel, kings, gambit, http://t.co/FDIFcULMHz, w, c, public, lynching, political, opponents, keeps, loot]"
1267,,"[NewsLife] Sen. Escudero: Napoles should be transferred to regular detention || Nov. 8, '13 http://t.co/FakAJKVQrb",1383924756.0,jovelyn_n,'398956248420597760',Hawaii,,-36000.0,,en,"[NewsLife] Sen. Escudero: Napoles should be transferred to regular detention || Nov. 8, '13 http://t.co/FakAJKVQrb","[NewsLife, Sen., Escudero, Napoles, transferred, regular, detention, ||, Nov., http://t.co/FakAJKVQrb]"
1268,"Quezon City, Philippines",MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/GiVp7glzaG #SiraAngAraw #SiraRinCareer,1383924952.0,njytolentino,'398957069534896128',Singapore,,28800.0,,en,MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/GiVp7glzaG #SiraAngAraw #SiraRinCareer,"[MTRCB, summons, Arnold, Clavio, rude, language, Napoles, lawyer, http://t.co/GiVp7glzaG, SiraAngAraw, SiraRinCareer]"
1269,Tomorrowland,Napoles should be jailed for 20 years? You got to be kidding man,1383924986.0,mitchkulot,'398957211369496576',,,,,en,Napoles should be jailed for 20 years? You got to be kidding man,"[Napoles, jailed, years, got, kidding, man]"
1270,Philippines,Napoles: I'm sorry... Miriam: You should be!!PAK!!!,1383925186.0,iCwissy,'398958053573156864',Singapore,,28800.0,,en,Napoles: I'm sorry... Miriam: You should be!!PAK!!!,"[Napoles, 'm, sorry, Miriam, be!!PAK]"
1271,Instagram: Ryepad,We are Filipinos! #waterproof #typhoonproof #lifeproof and do not wear #bulletproof like #napoles #maymaiconnectlang http://t.co/cknVzv26kE,1383925354.0,Ryepod,'398958757432270848',,,,,en,We are Filipinos! #waterproof #typhoonproof #lifeproof and do not wear #bulletproof like #napoles #maymaiconnectlang http://t.co/cknVzv26kE,"[Filipinos, waterproof, typhoonproof, lifeproof, wear, bulletproof, like, napoles, maymaiconnectlang, http://t.co/cknVzv26kE]"
1272,dancing in the rain,pork barrel issue &gt; yolanda issue ,1383925477.0,stephanielaysha,'398959271066353664',Alaska,,-32400.0,,en,pork barrel issue &gt; yolanda issue ,"[pork, barrel, issue, gt, yolanda, issue]"
1273,Earth,I invoke my Right HAHAHA            -Napoles,1383925613.0,dendipa,'398959841667854336',Beijing,,28800.0,,en,I invoke my Right HAHAHA            -Napoles,"[invoke, Right, HAHAHA,            , -Napoles]"
1274,,pork barrel is the problem of the Philippine,1383925653.0,allanjovel,'398960011214217216',Beijing,,28800.0,,en,pork barrel is the problem of the Philippine,"[pork, barrel, problem, Philippine]"
1275,"Friedens, United States",Its funny how Janet Napoles' body language and facial expression reveals the truth. Honesto please! #NapolesPH,1383925771.0,ApplegarthQ,'398960505001623552',,,,,en,Its funny how Janet Napoles' body language and facial expression reveals the truth. Honesto please! #NapolesPH,"[funny, Janet, Napoles, body, language, facial, expression, reveals, truth, Honesto, NapolesPH]"
1276,PHILIPPINES,Sen. Bong Revilla pleases with Napoles testimony though admits it fell short http://t.co/gqPRVQTpPJ via PhilTimes,1383925792.0,BalitaNgayon,'398960594151563264',,,,,en,Sen. Bong Revilla pleases with Napoles testimony though admits it fell short http://t.co/gqPRVQTpPJ via PhilTimes,"[Sen., Bong, Revilla, pleases, Napoles, testimony, admits, fell, short, http://t.co/gqPRVQTpPJ, PhilTimes]"
1277,sekailu,lmfa o napoles zoned #EMAzing EXO http://t.co/eHcOJWSuA6,1383925865.0,cjvssexo,'398960900427612160',Beijing,,28800.0,,en,lmfa o napoles zoned #EMAzing EXO http://t.co/eHcOJWSuA6,"[lmfa, o, napoles, zoned, EMAzing, EXO, http://t.co/eHcOJWSuA6]"
1278,,Hypocrisy Abounds in Congressional Tea Party Pork Requests http://t.co/8QEWH8Qge4 #Hypocricy #Occupy #porkbarrel #TeaParty #tlot,1383925988.0,LiberalBeef,'398961417534963712',Atlantic Time (Canada),,-14400.0,,en,Hypocrisy Abounds in Congressional Tea Party Pork Requests http://t.co/8QEWH8Qge4 #Hypocricy #Occupy #porkbarrel #TeaParty #tlot,"[Hypocrisy, Abounds, Congressional, Tea, Party, Pork, Requests, http://t.co/8QEWH8Qge4, Hypocricy, Occupy, porkbarrel, TeaParty, tlot]"
1279,,"kudos to the government for the early prep. sana laging ganyan. SLOW CLAP.  mnlf, quake, yolanda, napoles, can't bring us down. ",1383926286.0,scales76,'398962664279261184',,,,,en,"kudos to the government for the early prep. sana laging ganyan. SLOW CLAP.  mnlf, quake, yolanda, napoles, can't bring us down. ","[kudos, government, early, prep, sana, laging, ganyan, SLOW, CLAP,  , mnlf, quake, yolanda, napoles, n't, bring]"
1280,Meycauayan Bulacan,Any news from napoles?,1383926380.0,exotic_meeeeeee,'398963059906998272',Pacific Time (US & Canada),,-28800.0,,en,Any news from napoles?,"[news, napoles]"
1281,Manila,[BNN PH News] Sen. Bong Revilla pleases with Napoles testimony though admits it fell short http://t.co/huj9CHbdLH,1383926392.0,AllNews_PH,'398963109835980800',Beijing,,28800.0,,en,[BNN PH News] Sen. Bong Revilla pleases with Napoles testimony though admits it fell short http://t.co/huj9CHbdLH,"[BNN, PH, News, Sen., Bong, Revilla, pleases, Napoles, testimony, admits, fell, short, http://t.co/huj9CHbdLH]"
1282,Digos,Queen of denial NAPOLES !,1383926565.0,RJ_simplicity,'398963836675293184',Arizona,,-25200.0,,en,Queen of denial NAPOLES !,"[Queen, denial, NAPOLES]"
1283,"Quezon City, Philippines",He is really protecting Napoles. http://t.co/OqIOciQDih,1383926643.0,francisang,'398964161495187456',Taipei,,28800.0,,en,He is really protecting Napoles. http://t.co/OqIOciQDih,"[protecting, Napoles, http://t.co/OqIOciQDih]"
1284,,http://t.co/G7WQOe9MEG: Cayetano: Napoles should be jailed 20 years for lying http://t.co/0Zag6ZRQET via @ABSCBNNews,1383926723.0,Sheepdog1998,'398964498343542784',,,,,en,http://t.co/G7WQOe9MEG: Cayetano: Napoles should be jailed 20 years for lying http://t.co/0Zag6ZRQET via @ABSCBNNews,"[http://t.co/G7WQOe9MEG, Cayetano, Napoles, jailed, years, lying, http://t.co/0Zag6ZRQET, @ABSCBNNews]"
1285,,"Localy they should have named the typhoon ""Napoles"" so that it doesn't divert so much of the attention away from... http://t.co/f6Jeoe1saR",1383926876.0,skywalkerRS,'398965138889650176',Hong Kong,,28800.0,,en,"Localy they should have named the typhoon ""Napoles"" so that it doesn't divert so much of the attention away from... http://t.co/f6Jeoe1saR","[Localy, named, typhoon, Napoles, n't, divert, attention, away, http://t.co/f6Jeoe1saR]"
1286,Philippines; it's more fun :),"With all of these things happening in our country, I do hope justice prevails. You should be ashamed of yourselves, #Napoles &amp; your Minions",1383927011.0,jfbTweets,'398965705967558656',Beijing,,28800.0,,en,"With all of these things happening in our country, I do hope justice prevails. You should be ashamed of yourselves, #Napoles &amp; your Minions","[things, happening, country, hope, justice, prevails, ashamed, Napoles, amp, Minions]"
1287,,@dunnjasonm Tuesday night #porkbarrel tia the season,1383927021.0,Wreckitralph35,'398965749509005312',Pacific Time (US & Canada),,-28800.0,,en,@dunnjasonm Tuesday night #porkbarrel tia the season,"[@dunnjasonm, Tuesday, night, porkbarrel, tia, season]"
1288,,Cayetano: Napoles should be jailed 20 years for lying | ABS-CBN News http://t.co/VlOBJFj6qM,1383927022.0,leadapn_03,'398965751371272192',,,,,en,Cayetano: Napoles should be jailed 20 years for lying | ABS-CBN News http://t.co/VlOBJFj6qM,"[Cayetano, Napoles, jailed, years, lying, |, ABS, CBN, News, http://t.co/VlOBJFj6qM]"
1289,World,@pauwerfulmei you look like Napoles in this pic hahhahahaah,1383927031.0,MykeCCohen,'398965788477911040',Beijing,,28800.0,,en,@pauwerfulmei you look like Napoles in this pic hahhahahaah,"[@pauwerfulmei, look, like, Napoles, pic, hahhahahaah]"
1290,Philippines,"Napoles lied, says Alan Cayetano http://t.co/VqHcj2uv8E via @inquirerdotnet",1383927072.0,pantabangan,'398965962814156800',Beijing,,28800.0,,en,"Napoles lied, says Alan Cayetano http://t.co/VqHcj2uv8E via @inquirerdotnet","[Napoles, lied, says, Alan, Cayetano, http://t.co/VqHcj2uv8E, @inquirerdotnet]"
1291,,"I had lunch w a friend and after a heavy meal he touched his stomach and said ""I really need to Napoles!"" Hahaha #context",1383927148.0,EllirJuan,'398966282743468032',,,,,en,"I had lunch w a friend and after a heavy meal he touched his stomach and said ""I really need to Napoles!"" Hahaha #context","[lunch, w, friend, heavy, meal, touched, stomach, said, need, Napoles, Hahaha, context]"
1292,Baguio City,Maybe #YolandaPH is trying to say to #Napoles to speak the truth and open her eyes to the real situation of the Filipinos!!!,1383927266.0,sharryLeL,'398966777306046464',Baghdad,,10800.0,,en,Maybe #YolandaPH is trying to say to #Napoles to speak the truth and open her eyes to the real situation of the Filipinos!!!,"[Maybe, YolandaPH, trying, Napoles, speak, truth, open, eyes, real, situation, Filipinos]"
1293,Philippines,Napoles: I pity senators; Luy: Shes lying http://t.co/Ll0E8PKjPl,1383927315.0,rapplerdotcom,'398966982164639744',Taipei,,28800.0,,en,Napoles: I pity senators; Luy: Shes lying http://t.co/Ll0E8PKjPl,"[Napoles, pity, senators, Luy, s, lying, http://t.co/Ll0E8PKjPl]"
1294,,Napoles is very stern on her crooked statements.,1383927465.0,TinzTheGreat,'398967611003658240',Hong Kong,,28800.0,,en,Napoles is very stern on her crooked statements.,"[Napoles, stern, crooked, statements]"
1295,MNL,"""Napoles: I pity senators whose names are being dragged."" ~ One of her relevant statements tho.",1383927675.0,ETHELanncohol,'398968489555148800',Beijing,,28800.0,,en,"""Napoles: I pity senators whose names are being dragged."" ~ One of her relevant statements tho.","[Napoles, pity, senators, names, dragged, ~, relevant, statements, tho]"
1296,Philippines,"Be afraid, be very afraid!I'm not sure what Napoles should be worried about most, being assassinated or  Sen.... http://t.co/Z0tOFALEMB",1383927836.0,FatCatinManila,'398969167409582080',Hong Kong,,28800.0,,en,"Be afraid, be very afraid!I'm not sure what Napoles should be worried about most, being assassinated or  Sen.... http://t.co/Z0tOFALEMB","[afraid, afraid!I'm, sure, Napoles, worried, assassinated,  , Sen, http://t.co/Z0tOFALEMB]"
1297,Philippines,Napoles: I pity senators; Luy: Shes lying http://t.co/YaiPxP9SlY via @rapplerdotcom,1383927900.0,valilanadeshya,'398969435035160576',Pacific Time (US & Canada),,-28800.0,,en,Napoles: I pity senators; Luy: Shes lying http://t.co/YaiPxP9SlY via @rapplerdotcom,"[Napoles, pity, senators, Luy, s, lying, http://t.co/YaiPxP9SlY, @rapplerdotcom]"
1298,In a grain of sand,"The only thing I find more annoying than Napoles pleading the 5th is people taking ""I invoke my right to self incrimination"" out of context",1383928139.0,techNICOLEr,'398970438883098625',Pacific Time (US & Canada),,-28800.0,,en,"The only thing I find more annoying than Napoles pleading the 5th is people taking ""I invoke my right to self incrimination"" out of context","[thing, find, annoying, Napoles, pleading, 5th, people, taking, invoke, right, self, incrimination, context]"
1299,Earth,Napoles transfer to regular jail up to court - http://t.co/cccArp9EWJ: http://t.co/cccArp9EWJ Napoles transfer... http://t.co/46fVIFUjT8,1383928146.0,rigb,'398970468402622464',Singapore,,28800.0,,en,Napoles transfer to regular jail up to court - http://t.co/cccArp9EWJ: http://t.co/cccArp9EWJ Napoles transfer... http://t.co/46fVIFUjT8,"[Napoles, transfer, regular, jail, court, http://t.co/cccArp9EWJ, http://t.co/cccArp9EWJ, Napoles, transfer, http://t.co/46fVIFUjT8]"
1300,Earth,Napoles transfer to regular jail up to court - http://t.co/mkB3lNT1mJ: http://t.co/mkB3lNT1mJ Napoles transfer... http://t.co/6YiAXYZDet,1383928146.0,ivan2266,'398970468926885888',Singapore,,28800.0,,en,Napoles transfer to regular jail up to court - http://t.co/mkB3lNT1mJ: http://t.co/mkB3lNT1mJ Napoles transfer... http://t.co/6YiAXYZDet,"[Napoles, transfer, regular, jail, court, http://t.co/mkB3lNT1mJ, http://t.co/mkB3lNT1mJ, Napoles, transfer, http://t.co/6YiAXYZDet]"
1301,,Napoles transfer to regular jail up to court - http://t.co/wFySJbngav: http://t.co/wFySJbngav Napoles transfer... http://t.co/7MMkpHHG5f,1383928147.0,Ivan226622,'398970469707046912',Singapore,,28800.0,,en,Napoles transfer to regular jail up to court - http://t.co/wFySJbngav: http://t.co/wFySJbngav Napoles transfer... http://t.co/7MMkpHHG5f,"[Napoles, transfer, regular, jail, court, http://t.co/wFySJbngav, http://t.co/wFySJbngav, Napoles, transfer, http://t.co/7MMkpHHG5f]"
1302,"Manila, Philippines",4 senators renounce pork http://t.co/2kIATbMYte #Napoles @pribsenate | @TJBurgonio,1383928202.0,inquirerdotnet,'398970700431499265',Hong Kong,,28800.0,,en,4 senators renounce pork http://t.co/2kIATbMYte #Napoles @pribsenate | @TJBurgonio,"[senators, renounce, pork, http://t.co/2kIATbMYte, Napoles, @pribsenate, |, @TJBurgonio]"
1303,Somewhere,Doing my homework in 118 regarding the Napoles hearing ._.,1383928279.0,iskolohista,'398971024563122177',,,,,en,Doing my homework in 118 regarding the Napoles hearing ._.,"[homework, Napoles, hearing]"
1304,Zamboanga City ,"Kapag may sisingit pa ngayon sa line I sweaaaar I'll shout like hell infront of youuu! And drag you down where napoles is, The HELL",1383928279.0,HeeyItsDeehj,'398971025599102977',Sydney,,39600.0,,en,"Kapag may sisingit pa ngayon sa line I sweaaaar I'll shout like hell infront of youuu! And drag you down where napoles is, The HELL","[Kapag, sisingit, pa, ngayon, sa, line, sweaaaar, 'll, shout, like, hell, infront, youuu, drag, napoles, HELL]"
