,user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language,Parsed,lemmas
337,Pineapple under the sea ,Napoles for My Amnesia Girl,1383880709.0,SHANICEsideup,'398771500028661762',Alaska,,-32400.0,,en,Napoles for My Amnesia Girl,"[Napoles, Amnesia, Girl]"
338,SIOMAI HOUSE,HAHAHAHAHAHAHAHAHA THIS RT @SHANICEsideup: Napoles for My Amnesia Girl,1383880727.0,tuboj,'398771575681347584',Beijing,,28800.0,,en,HAHAHAHAHAHAHAHAHA THIS RT @SHANICEsideup: Napoles for My Amnesia Girl,"[HAHAHAHAHAHAHAHAHA, RT, @SHANICEsideup, Napoles, Amnesia, Girl]"
339,Philippines,Some should put Napoles amidst the signal number four rain so that she'd tell the truth and feel guilty!,1383880741.0,alexlifes0n,'398771636280639489',Beijing,,28800.0,,en,Some should put Napoles amidst the signal number four rain so that she'd tell the truth and feel guilty!,"[Napoles, amidst, signal, number, rain, 'd, tell, truth, feel, guilty]"
340,Philippines,P74B pork barrel in three years alone? | The Manila Times Online http://t.co/zzBK385IV5,1383880770.0,AbsolinoB,'398771757693157376',Hawaii,,-36000.0,,en,P74B pork barrel in three years alone? | The Manila Times Online http://t.co/zzBK385IV5,"[P74B, pork, barrel, years, |, Manila, Times, Online, http://t.co/zzBK385IV5]"
341,Narnia,#Napoles stfu plz youre just goin to die geez,1383880771.0,choshmorever01,'398771762462093313',Wellington,,46800.0,,en,#Napoles stfu plz youre just goin to die geez,"[Napoles, stfu, plz, goin, die, geez]"
342,john emmanuel | daniel john,@denzfbrro: @imysapadilla @kellyforniiaaaa I invoke my right against self incriminationshet ahhaha napoles ampucha,1383880784.0,imysapadilla,'398771815398383616',Beijing,,28800.0,,en,@denzfbrro: @imysapadilla @kellyforniiaaaa I invoke my right against self incriminationshet ahhaha napoles ampucha,"[@denzfbrro, @imysapadilla, @kellyforniiaaaa, invoke, right, self, incriminationshet, ahhaha, napoles, ampucha]"
343,,"Dear God, we humbly offer the life of napoles, spare us and the rest of the world from yolanda :)",1383880899.0,emergaux,'398772298015985665',Beijing,,28800.0,,en,"Dear God, we humbly offer the life of napoles, spare us and the rest of the world from yolanda :)","[Dear, God, humbly, offer, life, napoles, spare, rest, world, yolanda]"
344,on tour (wanderland),"even #Yolanda is raging from NAPOLES's ""di ko alam""",1383880910.0,jowne,'398772343419330560',Singapore,,28800.0,,en,"even #Yolanda is raging from NAPOLES's ""di ko alam""","[Yolanda, raging, NAPOLES, 's, di, ko, alam]"
345,,"DAP scam at P158-B is 16x bigger than Napoles pork barrel scam, but Belmonte nor Drilon are questioning usurpation by PNoy of its functions",1383880923.0,maxell_lander,'398772399945953280',Beijing,,28800.0,,en,"DAP scam at P158-B is 16x bigger than Napoles pork barrel scam, but Belmonte nor Drilon are questioning usurpation by PNoy of its functions","[DAP, scam, P158-B, 16x, bigger, Napoles, pork, barrel, scam, Belmonte, Drilon, questioning, usurpation, PNoy, functions]"
346,Waterloo,Watching yesterday's coverage of Napoles being asked by @senmiriam. Sen. Miriam is &lt;3.,1383880935.0,akosiar,'398772449652645889',Taipei,,28800.0,,en,Watching yesterday's coverage of Napoles being asked by @senmiriam. Sen. Miriam is &lt;3.,"[Watching, yesterday, 's, coverage, Napoles, asked, @senmiriam, Sen., Miriam, lt;3]"
347,... new here in twitter ...,@LearningConfere many persons want to kill him Outside ... maybe because they also want a death penanlty to janet napoles,1383880954.0,aadam_galvez,'398772528954368000',,,,,en,@LearningConfere many persons want to kill him Outside ... maybe because they also want a death penanlty to janet napoles,"[@LearningConfere, persons, want, kill, Outside, maybe, want, death, penanlty, janet, napoles]"
348,,"jgh. just watched Arnold Clavio's interview with Napoles' atty. uhmm.. Arnold, kausapn mo nalang si Arn-Arn -_-",1383880962.0,FrancineInMoAko,'398772564681433088',Singapore,,28800.0,,en,"jgh. just watched Arnold Clavio's interview with Napoles' atty. uhmm.. Arnold, kausapn mo nalang si Arn-Arn -_-","[jgh, watched, Arnold, Clavio, 's, interview, Napoles, atty, uhmm, Arnold, kausapn, mo, nalang, si, Arn, Arn]"
349,cavite,woRD of THE day----&gt; #HINDIkoPOALAM----&gt;#InvokeMyRightAgaintSelfincrimination._NAPOLES XD,1383880977.0,CATH_ABRA,'398772624316067840',Beijing,,28800.0,,en,woRD of THE day----&gt; #HINDIkoPOALAM----&gt;#InvokeMyRightAgaintSelfincrimination._NAPOLES XD,"[woRD, day----&gt, HINDIkoPOALAM----&gt;#InvokeMyRightAgaintSelfincrimination._NAPOLES, XD]"
350,,I envoke my right for self incrimination #lol #napoles #napisti  http://t.co/JCDAIqnXhS,1383880983.0,tairific,'398772650371465216',Alaska,,-32400.0,,en,I envoke my right for self incrimination #lol #napoles #napisti  http://t.co/JCDAIqnXhS,"[envoke, right, self, incrimination, lol, napoles, napisti,  , http://t.co/JCDAIqnXhS]"
351,manila,@LearningConfere  how about you? what do you think would be the best punishment for napoles? :),1383880988.0,uryuu_ishida06,'398772670075899905',Beijing,,28800.0,,en,@LearningConfere  how about you? what do you think would be the best punishment for napoles? :),"[@LearningConfere,  , think, best, punishment, napoles]"
352,,"My Amnesia Girl remake... starring, John Lloyd Cruz and Janet Napoles. XDD",1383880992.0,phaofaroan,'398772688677634049',,,,,en,"My Amnesia Girl remake... starring, John Lloyd Cruz and Janet Napoles. XDD","[Amnesia, Girl, remake, starring, John, Lloyd, Cruz, Janet, Napoles, XDD]"
353,yemen,I think all the pork barrel money should go to disaster relief funds now,1383880992.0,_brendawg,'398772688178536449',,,,,en,I think all the pork barrel money should go to disaster relief funds now,"[think, pork, barrel, money, disaster, relief, funds]"
354,weibo.com/u/3854288578,"""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/zQxQU1qIk2",1383881003.0,micahangeline,'398772732982075392',Taipei,,28800.0,,en,"""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/zQxQU1qIk2","[Janet, Napoles, Pork, Barrel, Scam, Memes, http://t.co/zQxQU1qIk2]"
355,Republic of the Philippines,@mrMonzterXD I invoke my right against self incrimination. Hahahaha - napoles,1383881006.0,itschexka,'398772746982658048',Pacific Time (US & Canada),,-28800.0,,en,@mrMonzterXD I invoke my right against self incrimination. Hahahaha - napoles,"[@mrMonzterXD, invoke, right, self, incrimination, Hahahaha, napoles]"
356,PHL,"I believe that even though Napoles did so much wrong things, we still have no right to swear bad words against her. #justsaying",1383881018.0,rinkezram,'398772797419171841',,,,,en,"I believe that even though Napoles did so much wrong things, we still have no right to swear bad words against her. #justsaying","[believe, Napoles, wrong, things, right, swear, bad, words, justsaying]"
357,"Spokane,  WA",Still showing lets support and watch this movie. Starring: Janet Lim Napoles and Jinggoy Estrada w/ http://t.co/sm71Ytygau,1383881059.0,yowwPATRICK,'398772968106758144',Singapore,,28800.0,,en,Still showing lets support and watch this movie. Starring: Janet Lim Napoles and Jinggoy Estrada w/ http://t.co/sm71Ytygau,"[showing, lets, support, watch, movie, Starring, Janet, Lim, Napoles, Jinggoy, Estrada, w/, http://t.co/sm71Ytygau]"
358,"Paris, France ",@USTpls: dicshunariNapoles (v.) i do'nt knoein a sentans: i Napoles how to answer my exams ,1383881060.0,loserdawako,'398772975387688960',Alaska,,-32400.0,,en,@USTpls: dicshunariNapoles (v.) i do'nt knoein a sentans: i Napoles how to answer my exams ,"[@USTpls, dicshunariNapoles, v., do'nt, knoein, sentans, Napoles, answer, exams]"
359,Paranaque,"""@Inspire_Us: Don't wait. The time will never be just right. -Napoleon Hill"" -sabihin yan kay Napoles!",1383881109.0,strawVICKYjam,'398773179386040320',Beijing,,28800.0,,en,"""@Inspire_Us: Don't wait. The time will never be just right. -Napoleon Hill"" -sabihin yan kay Napoles!","[@Inspire_Us, n't, wait, time, right, -Napoleon, Hill, -sabihin, yan, kay, Napoles]"
360,"Kingdom of books,PH","""@moodmeter: Take a break. Maybe memes on Janet Napoles' senate testimony yesterday may amuse you?  http://t.co/ia5ObMppNL""",1383881119.0,milkaduu,'398773222117605376',Alaska,,-32400.0,,en,"""@moodmeter: Take a break. Maybe memes on Janet Napoles' senate testimony yesterday may amuse you?  http://t.co/ia5ObMppNL""","[@moodmeter, break, Maybe, memes, Janet, Napoles, senate, testimony, yesterday, amuse,  , http://t.co/ia5ObMppNL]"
361,fuck the system,i remember i was watching that interview of arnold clavio with napoles' lawyer....it was so irritating,1383881130.0,awkwardsiopao,'398773267667775488',Singapore,,28800.0,,en,i remember i was watching that interview of arnold clavio with napoles' lawyer....it was so irritating,"[remember, watching, interview, arnold, clavio, napoles, lawyer, irritating]"
362,Philippines | England,"If Napoles is smart enough to build her so called business empire, surely she should be smart enough to answer those questions",1383881130.0,Kiara_Giel,'398773268620267520',Baghdad,,10800.0,,en,"If Napoles is smart enough to build her so called business empire, surely she should be smart enough to answer those questions","[Napoles, smart, build, called, business, empire, surely, smart, answer, questions]"
363,Philippines,"""@IamNipo: Most hated name sa philippines. Yolanda and Janet Lim Napoles.""",1383881145.0,xtnaflores,'398773329714102273',Singapore,,28800.0,,en,"""@IamNipo: Most hated name sa philippines. Yolanda and Janet Lim Napoles.""","[@IamNipo, hated, sa, philippines, Yolanda, Janet, Lim, Napoles]"
364,Philippines,"Yesterday Napoles. Now Yolanda -,- Oh! must #PrayForThePhilippines",1383881154.0,asdfghJULIEEYY,'398773369413173248',Arizona,,-25200.0,,en,"Yesterday Napoles. Now Yolanda -,- Oh! must #PrayForThePhilippines","[Yesterday, Napoles, Yolanda, Oh, PrayForThePhilippines]"
365,,@Lynching7 No Im not!---Napoles,1383881156.0,PSprituality,'398773374983233537',,,,,en,@Lynching7 No Im not!---Napoles,"[@Lynching7, m, not!---Napoles]"
366,,"#ARTPOPxASTROPLUS WHEN NAPOLES HEARD ARTPOP, SHE GAVE ALL HER MONEY TO LMS JUST TO BUY ARTPOP @mca_music @ladygagaph @Astroplus1",1383881162.0,yzellefie,'398773401948811264',Alaska,,-32400.0,,en,"#ARTPOPxASTROPLUS WHEN NAPOLES HEARD ARTPOP, SHE GAVE ALL HER MONEY TO LMS JUST TO BUY ARTPOP @mca_music @ladygagaph @Astroplus1","[ARTPOPxASTROPLUS, NAPOLES, HEARD, ARTPOP, GAVE, MONEY, LMS, BUY, ARTPOP, @mca_music, @ladygagaph, @Astroplus1]"
367,,"@LearningConfere Napoles Should be Punished(Death)..cause she took the money that is not for her,it should be for the filipinos.",1383881175.0,WinchelleJLee,'398773457564872704',Arizona,,-25200.0,,en,"@LearningConfere Napoles Should be Punished(Death)..cause she took the money that is not for her,it should be for the filipinos.","[@LearningConfere, Napoles, Punished(Death), cause, took, money, filipinos]"
368,manila,@LearningConfere @alyssa14ocampo @KIMCZYSOO  i will advise napoles to tell the truth ... what did she know in the pork barrel scam..,1383881180.0,uryuu_ishida06,'398773476011417600',Beijing,,28800.0,,en,@LearningConfere @alyssa14ocampo @KIMCZYSOO  i will advise napoles to tell the truth ... what did she know in the pork barrel scam..,"[@LearningConfere, @alyssa14ocampo, @KIMCZYSOO,  , advise, napoles, tell, truth, know, pork, barrel, scam]"
369,Battery City,"I know it's kinda late but still I want to say ""fuck you"" to you Napoles. You'll now be Satan's right hand man when you die. Congrats",1383881185.0,godofstorm5922,'398773497956016128',Kuala Lumpur,,28800.0,,en,"I know it's kinda late but still I want to say ""fuck you"" to you Napoles. You'll now be Satan's right hand man when you die. Congrats","[know, 's, kinda, late, want, fuck, Napoles, 'll, Satan, 's, right, hand, man, die, Congrats]"
370,Philippines,dear Yolanda can you please go out of our country and take Napoles with you as a souvenir!!!,1383881200.0,szchieveedee,'398773561386467328',Hawaii,,-36000.0,,en,dear Yolanda can you please go out of our country and take Napoles with you as a souvenir!!!,"[dear, Yolanda, country, Napoles, souvenir]"
371,PR|CRK,Yolanda!Srly?You really need to get that fvckin ass of yours out of our country and you can take napoles with you too.#PrayForThePhilippines,1383881277.0,iammwendy,'398773883748089856',Singapore,,28800.0,,en,Yolanda!Srly?You really need to get that fvckin ass of yours out of our country and you can take napoles with you too.#PrayForThePhilippines,"[Yolanda!Srly?You, need, fvckin, ass, country, napoles, too.#PrayForThePhilippines]"
372,"Paco, Manila",Gonna start writing that essay..... #porkbarrel #DAP,1383881279.0,Christine_Heje,'398773891604033536',,,,,en,Gonna start writing that essay..... #porkbarrel #DAP,"[Gon, na, start, writing, essay, porkbarrel, DAP]"
373,Earth,Most hated name sa philippines. Yolanda and Janet Lim Napoles.,1383881346.0,its_miko,'398774174857965568',Kabul,,16200.0,,en,Most hated name sa philippines. Yolanda and Janet Lim Napoles.,"[hated, sa, philippines, Yolanda, Janet, Lim, Napoles]"
374,,GeraLINDOL Janet Napoles Yolanda #PrayForThePhilippines,1383881352.0,rooooxxxxyyyy,'398774198635466752',,,,,en,GeraLINDOL Janet Napoles Yolanda #PrayForThePhilippines,"[GeraLINDOL, Janet, Napoles, Yolanda, PrayForThePhilippines]"
375,Philippines,Napoles the red nose XD @bigfatQueenie @hyasMEAN,1383881377.0,mockingJOSH_,'398774303568580608',Arizona,,-25200.0,,en,Napoles the red nose XD @bigfatQueenie @hyasMEAN,"[Napoles, red, nose, XD, @bigfatQueenie, @hyasMEAN]"
376,Republika ng Pilipinas,Napoles the amnesia girl hahaha,1383881414.0,imprncssc,'398774459353415680',,,,,en,Napoles the amnesia girl hahaha,"[Napoles, amnesia, girl, hahaha]"
377,The Opposite of Reality,What does Yolanda and Napoles have in common? Pareho silang kupal and nobody likes them. Nobody.,1383881421.0,BibayBaybeh,'398774487220355072',Singapore,,28800.0,,en,What does Yolanda and Napoles have in common? Pareho silang kupal and nobody likes them. Nobody.,"[Yolanda, Napoles, common, Pareho, silang, kupal, likes]"
378,Anywhere,"""@IamNipo: Most hated name sa philippines. Yolanda and Janet Lim Napoles.""",1383881460.0,NothingLikeDIO,'398774650227810304',Hong Kong,,28800.0,,en,"""@IamNipo: Most hated name sa philippines. Yolanda and Janet Lim Napoles.""","[@IamNipo, hated, sa, philippines, Yolanda, Janet, Lim, Napoles]"
379,Philippines,Sino gusto maging admin dito  I Invoke My Right Against Self Incrimination - Janet Napoles :DPM Me here!,1383881504.0,iamjufren10,'398774836467859456',Pacific Time (US & Canada),,-28800.0,,en,Sino gusto maging admin dito  I Invoke My Right Against Self Incrimination - Janet Napoles :DPM Me here!,"[Sino, gusto, maging, admin, dito,  , Invoke, Right, Self, Incrimination, Janet, Napoles, DPM]"
380,,@peytbeltran @MrkkkLou @PoreoDOLPH @cessybeybe @bugaloo009 @Gorjess9_ @osh03 NA FALL LESS (NAPOLES FAITH!),1383881507.0,JhasminSegunto1,'398774850673602560',,,,,en,@peytbeltran @MrkkkLou @PoreoDOLPH @cessybeybe @bugaloo009 @Gorjess9_ @osh03 NA FALL LESS (NAPOLES FAITH!),"[@peytbeltran, @MrkkkLou, @PoreoDOLPH, @cessybeybe, @bugaloo009, @Gorjess9, @osh03, NA, FALL, NAPOLES, FAITH]"
381,"Port O`Brien, United States","Sporting a new hairstyle and wearing a maroon blazer, Santiago said upon seeing Napoles: ""Oh there you are. Let me take a good look at you.""",1383881520.0,MarnaL7,'398774904960876545',,,,,en,"Sporting a new hairstyle and wearing a maroon blazer, Santiago said upon seeing Napoles: ""Oh there you are. Let me take a good look at you.""","[Sporting, new, hairstyle, wearing, maroon, blazer, Santiago, said, seeing, Napoles, Oh, Let, good, look]"
382,Sa Puso Ng VhongAnne,Use NAPOLES In A Sentence,1383881600.0,MahalNaminAngVA,'398775239586242560',Beijing,,28800.0,,en,Use NAPOLES In A Sentence,"[Use, NAPOLES, Sentence]"
383,,pork barrelzamboanga warearthquake in boholmegan young for miss worldtyphoon haiyanare we famous yet,1383881602.0,whosmargaret,'398775249035993088',Singapore,,28800.0,,en,pork barrelzamboanga warearthquake in boholmegan young for miss worldtyphoon haiyanare we famous yet,"[pork, barrelzamboanga, warearthquake, boholmegan, young, miss, worldtyphoon, haiyanare, famous]"
384,,#Napoles: I pity senators; Luy: Shes lying - http://t.co/zSoUzbQP3n. #scam artist http://t.co/Pe1CZhxwFL,1383881619.0,HomerLopez2,'398775317591887872',Eastern Time (US & Canada),,-18000.0,,en,#Napoles: I pity senators; Luy: Shes lying - http://t.co/zSoUzbQP3n. #scam artist http://t.co/Pe1CZhxwFL,"[Napoles, pity, senators, Luy, s, lying, http://t.co/zSoUzbQP3n, scam, artist, http://t.co/Pe1CZhxwFL]"
385,Philippines,WATCH @senmiriam &amp; the #Napoles Senate Hearing http://t.co/k6P0umJnHU #PHILIPPINES #leadership #justice #government #PDAF #porkbarrel,1383881624.0,DreiToledo,'398775339049943041',Hong Kong,,28800.0,,en,WATCH @senmiriam &amp; the #Napoles Senate Hearing http://t.co/k6P0umJnHU #PHILIPPINES #leadership #justice #government #PDAF #porkbarrel,"[WATCH, @senmiriam, amp, Napoles, Senate, Hearing, http://t.co/k6P0umJnHU, PHILIPPINES, leadership, justice, government, PDAF, porkbarrel]"
386,Philippines,@zxcZero @itsbiancameow @apoloticpadilla @njsanqui @iamkimpopoy Napoles! Hahaha. Tell us the truth!!,1383881675.0,EmEmmChachii,'398775554150633474',Arizona,,-25200.0,,en,@zxcZero @itsbiancameow @apoloticpadilla @njsanqui @iamkimpopoy Napoles! Hahaha. Tell us the truth!!,"[@zxcZero, @itsbiancameow, @apoloticpadilla, @njsanqui, @iamkimpopoy, Napoles, Hahaha, Tell, truth]"
387,,Playing Lets whack napoles! Hahaha,1383881679.0,Chrs_Rndn,'398775568495153152',International Date Line West,,-39600.0,,en,Playing Lets whack napoles! Hahaha,"[Playing, Lets, whack, napoles, Hahaha]"
388,,Janet Napoles arrives at the Senate http://t.co/iOTG06uZap,1383881698.0,Runningtothemax,'398775648514506753',Atlantic Time (Canada),,-14400.0,,en,Janet Napoles arrives at the Senate http://t.co/iOTG06uZap,"[Janet, Napoles, arrives, Senate, http://t.co/iOTG06uZap]"
389,,Miriam to Napoles: Tell the truth before the senators affected have you assassinated http://t.co/pY45ZFVm7d,1383881698.0,Runningtothemax,'398775651035267072',Atlantic Time (Canada),,-14400.0,,en,Miriam to Napoles: Tell the truth before the senators affected have you assassinated http://t.co/pY45ZFVm7d,"[Miriam, Napoles, Tell, truth, senators, affected, assassinated, http://t.co/pY45ZFVm7d]"
390,Philippines,"The truth shall set you free, literally, senators promised Janet Lim-Napoles yesterday. It didnt work | http://t.co/t6tWkJ05lf",1383881706.0,PhilippineStar,'398775681754341376',Hong Kong,,28800.0,,en,"The truth shall set you free, literally, senators promised Janet Lim-Napoles yesterday. It didnt work | http://t.co/t6tWkJ05lf","[truth, shall, set, free, literally, senators, promised, Janet, Lim, Napoles, yesterday, nt, work, |, http://t.co/t6tWkJ05lf]"
391,"Quezon City, Philippines","@thessamerrianne: Honesto, Promise!   HAHAHA..  #NapoLIES #Napoles #NapolesLive #PatrolPork #PorkProbe http://t.co/6Xl6DSi9VM HAHAHAHA!!!",1383881717.0,jameskyut,'398775729308979200',Singapore,,28800.0,,en,"@thessamerrianne: Honesto, Promise!   HAHAHA..  #NapoLIES #Napoles #NapolesLive #PatrolPork #PorkProbe http://t.co/6Xl6DSi9VM HAHAHAHA!!!","[@thessamerrianne, Honesto, Promise,   , HAHAHA,  , NapoLIES, Napoles, NapolesLive, PatrolPork, PorkProbe, http://t.co/6Xl6DSi9VM, HAHAHAHA]"
392,manila,"@LearningConfere yes ma'am , specially for Napoles , to say the truth .. thanks too ma'am ,..",1383881729.0,alyssa14ocampo,'398775781523873792',,,,,en,"@LearningConfere yes ma'am , specially for Napoles , to say the truth .. thanks too ma'am ,..","[@LearningConfere, yes, ma'am, specially, Napoles, truth, thanks, ma'am]"
393,,Napoles pls die. i dont like talking about u over the dinner table. tenks. happy trip na lang to hell.,1383881749.0,janinagat,'398775861794459649',Beijing,,28800.0,,en,Napoles pls die. i dont like talking about u over the dinner table. tenks. happy trip na lang to hell.,"[Napoles, pls, die, nt, like, talking, u, dinner, table, tenks, happy, trip, na, lang, hell]"
394,,Just saw the video of Arnold Clavio interviewing Napoles' lawyer. YOU ARE NOTHING BUT STUPID. Buti pa si arn2 na puppet mo dati. #justsaying,1383881749.0,iamcathyabayon,'398775865263144960',Alaska,,-32400.0,,en,Just saw the video of Arnold Clavio interviewing Napoles' lawyer. YOU ARE NOTHING BUT STUPID. Buti pa si arn2 na puppet mo dati. #justsaying,"[saw, video, Arnold, Clavio, interviewing, Napoles, lawyer, STUPID, Buti, pa, si, arn2, na, puppet, mo, dati, justsaying]"
395,,watching Napoles' full hearing.. lengthy but fun ,1383881798.0,Lewisamantha,'398776068791738368',Beijing,,28800.0,,en,watching Napoles' full hearing.. lengthy but fun ,"[watching, Napoles, hearing, lengthy, fun]"
396,Philippines,#Napoles keep safe! mag sabi ka na ng totoo :) you can deny to many people but u can't when u face the father.,1383881832.0,imjeansegovia,'398776210659876864',Pacific Time (US & Canada),,-28800.0,,en,#Napoles keep safe! mag sabi ka na ng totoo :) you can deny to many people but u can't when u face the father.,"[Napoles, safe, mag, sabi, ka, na, ng, totoo, deny, people, u, n't, u, face, father]"
397,"Here, There, Everywhere","In other news, #Napoles",1383881885.0,missoriented,'398776432471445504',Hong Kong,,28800.0,,en,"In other news, #Napoles","[news, Napoles]"
398,Philippines,"...in other news, Janet Lim Napoles. Again.",1383881909.0,iAmTechieBecky,'398776535437414401',Beijing,,28800.0,,en,"...in other news, Janet Lim Napoles. Again.","[news, Janet, Lim, Napoles]"
399,La Islas Filipinas ,Now Watching: [Full Complete 6 Hours] - Janet Lim Napoles at Senate Hearing on Pork Barrel PDAF (07 November 2013),1383881910.0,CantStopTheKing,'398776540843884544',Alaska,,-32400.0,,en,Now Watching: [Full Complete 6 Hours] - Janet Lim Napoles at Senate Hearing on Pork Barrel PDAF (07 November 2013),"[Watching, Complete, Hours, Janet, Lim, Napoles, Senate, Hearing, Pork, Barrel, PDAF, November]"
400,Bacoor City,Rowena Daroy-Morales: Senators have asked Napoles wrongly #24Oras,1383881947.0,ARNdentified,'398776693747228672',Beijing,,28800.0,,en,Rowena Daroy-Morales: Senators have asked Napoles wrongly #24Oras,"[Rowena, Daroy, Morales, Senators, asked, Napoles, wrongly, 24Oras]"
401,"Pasig City, Philippines","Dear #Yolanda, please go away and bring #Napoles with you. Bye! #Haiyan #Typhoon #SuperTyphoon",1383881950.0,JosephNebrida,'398776705344479232',Hong Kong,,28800.0,,en,"Dear #Yolanda, please go away and bring #Napoles with you. Bye! #Haiyan #Typhoon #SuperTyphoon","[Dear, Yolanda, away, bring, Napoles, Bye, Haiyan, Typhoon, SuperTyphoon]"
402,Philippines,"""@AyyyGrabe: Arnold Clavio and Janet Napoles http://t.co/8c84kHUZYJ""",1383881953.0,ohwitSmekaren,'398776718351007744',Beijing,,28800.0,,en,"""@AyyyGrabe: Arnold Clavio and Janet Napoles http://t.co/8c84kHUZYJ""","[@AyyyGrabe, Arnold, Clavio, Janet, Napoles, http://t.co/8c84kHUZYJ]"
403,,"Okay, now back to updating myself with pork barrel scam news. See? I told you guys Enrile is corrupt. I've always known.",1383881956.0,lesterrific,'398776733853175808',Seoul,,32400.0,,en,"Okay, now back to updating myself with pork barrel scam news. See? I told you guys Enrile is corrupt. I've always known.","[Okay, updating, pork, barrel, scam, news, told, guys, Enrile, corrupt, 've, known]"
404,,Pray for the philipines this is the reason in the bicol earthquake and 2 storms with bagyong yoalanda and porkbarrel scam,1383881986.0,PrinceGonzales4,'398776859447414784',,,,,en,Pray for the philipines this is the reason in the bicol earthquake and 2 storms with bagyong yoalanda and porkbarrel scam,"[Pray, philipines, reason, bicol, earthquake, storms, bagyong, yoalanda, porkbarrel, scam]"
405,"Makati, Philippines",BASHA vs NAPOLES [pic]  https://t.co/SZVFPmI9MG,1383881987.0,engraldrin,'398776861330661376',Singapore,121.02108,28800.0,14.55073,en,BASHA vs NAPOLES [pic]  https://t.co/SZVFPmI9MG,"[BASHA, vs, NAPOLES, pic,  , https://t.co/SZVFPmI9MG]"
406,,RT @SHANICEsideup: Napoles for My Amnesia Girl,1383882022.0,beatsandpeaces,'398777008752041984',,,,,en,RT @SHANICEsideup: Napoles for My Amnesia Girl,"[RT, @SHANICEsideup, Napoles, Amnesia, Girl]"
407,Philipines,#Napoles is so screwed there is no version of this story where she comes out on top.,1383882057.0,Jonina_isSparky,'398777156563505153',Alaska,,-32400.0,,en,#Napoles is so screwed there is no version of this story where she comes out on top.,"[Napoles, screwed, version, story, comes]"
408,magic carpet ,#Nw yesterday's Napoles Senate hearing on youtube,1383882063.0,cess_mouse,'398777181632872448',Hong Kong,,28800.0,,en,#Nw yesterday's Napoles Senate hearing on youtube,"[Nw, yesterday, 's, Napoles, Senate, hearing, youtube]"
409,Marikina City,#MGMgrandStadium napoles vs. Yolanda in December pls. ;)),1383882065.0,BabyBackRivs,'398777187609743361',Singapore,,28800.0,,en,#MGMgrandStadium napoles vs. Yolanda in December pls. ;)),"[MGMgrandStadium, napoles, vs., Yolanda, December, pls]"
410,Planet B612,Must-see: Beyond Elections (2008). Relevant to discussions on #participatorybudget as alterntve to #porkbarrel system http://t.co/y2upZbZgOr,1383882085.0,markerudra,'398777272552804352',Taipei,,28800.0,,en,Must-see: Beyond Elections (2008). Relevant to discussions on #participatorybudget as alterntve to #porkbarrel system http://t.co/y2upZbZgOr,"[Elections, Relevant, discussions, participatorybudget, alterntve, porkbarrel, system, http://t.co/y2upZbZgOr]"
411,Pasig,"Come on, no amount cajoling from Senate would make Napoles say anything of worth. She didn't get THAT rich by being stupid. Tuso yan!",1383882098.0,Joy_Alberto,'398777328664186881',Hong Kong,121.08489021,28800.0,14.57794479,en,"Come on, no amount cajoling from Senate would make Napoles say anything of worth. She didn't get THAT rich by being stupid. Tuso yan!","[Come, cajoling, Senate, Napoles, worth, n't, rich, stupid, Tuso, yan]"
412,"Paris, France","""@AcademyOfQuotes: Its funny how Janet Napoles' body language and facialexpression reveals the truth. Honesto please! #BantayKaban""",1383882100.0,BinibirochaXD,'398777336880836608',Beijing,,28800.0,,en,"""@AcademyOfQuotes: Its funny how Janet Napoles' body language and facialexpression reveals the truth. Honesto please! #BantayKaban""","[@AcademyOfQuotes, funny, Janet, Napoles, body, language, facialexpression, reveals, truth, Honesto, BantayKaban]"
413,SG  PH,@Anjelu_Vispo: Utak ng pork barrel scam HS graduate. Bravo!! #Napoles,1383882103.0,andiiegee,'398777347878309888',Alaska,,-32400.0,,en,@Anjelu_Vispo: Utak ng pork barrel scam HS graduate. Bravo!! #Napoles,"[@Anjelu_Vispo, Utak, ng, pork, barrel, scam, HS, graduate, Bravo, Napoles]"
414,Taft Ave.,Napoles is the the most amateur criminal i've ever known. -.- seriously.,1383882106.0,ChristmaSison,'398777362562576384',Beijing,,28800.0,,en,Napoles is the the most amateur criminal i've ever known. -.- seriously.,"[Napoles, amateur, criminal, 've, known, seriously]"
415,In Your Head,"Napoles jokes are soooooooo lame. Admit it. Come on people, cut the crap! #justsayin",1383882107.0,mischievouspao,'398777365926797312',Hong Kong,,28800.0,,en,"Napoles jokes are soooooooo lame. Admit it. Come on people, cut the crap! #justsayin","[Napoles, jokes, soooooooo, lame, Admit, Come, people, cut, crap, justsayin]"
416,taytay rizal,"Dear Mrs. Napoles, puro ka ""I INVOKE MY RIGHT"" diyan, gusto mo sampal LEFT and RIGHT? #PatrolPork",1383882113.0,maineloves7,'398777390282702848',Pacific Time (US & Canada),,-28800.0,,en,"Dear Mrs. Napoles, puro ka ""I INVOKE MY RIGHT"" diyan, gusto mo sampal LEFT and RIGHT? #PatrolPork","[Dear, Mrs., Napoles, puro, ka, INVOKE, RIGHT, diyan, gusto, mo, sampal, LEFT, RIGHT, PatrolPork]"
