user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language
"Metro Manila, Philippines",Strongest typhoon: YolandaStrongest Nation: PhilippinesStrongest People: FilipinosStrongest Face: Napoles#repost #YolandaPH #justkidding,1383890630.0,tijayski,'398813112834342912',Taipei,,28800,,en
"Naga City, Philippines",LOL@Wikipedia's article about Self-Incrimination. Under Philippine Law: see also: Janet Lim-Napoles,1383890849.0,Oteppanyaki,'398814031969939456',Singapore,,28800,,en
Philippines,@manila_bulletin: Escudero wants Napoles in ordinary jailhttp://t.co/MXmU0YgzKw http://t.co/Lf4aAXFvwE,1383890852.0,janiellepearl,'398814043881738240',Hong Kong,,28800,,en
,@godknowshudas @http://newsinfo.inquirer.net/523189/escudero-wants-napoles-transfer-to-regular-jail i agree with Sen Escudero ,1383890916.0,EdmanPole,'398814313592274944',Abu Dhabi,,14400,,en
Philippines,"""@kimannortiz: I invoke my right against self-incrimination."" NA NAPOLES XDD",1383890922.0,dayanlabss,'398814336568672256',Beijing,,28800,,en
MNL. Phlippines,"Mrs. Napoles, please tell the truth. Please? http://t.co/i5aoTb3etm",1383890940.0,Jac_Reacher,'398814413353791488',Pacific Time (US & Canada),,-28800,,en
Australia,That napoles and chicser tweet &gt;&gt;&gt;  ya make me happy @BagyongYolanda,1383890954.0,whitecrayolaa,'398814471314890752',Sydney,,39600,,en
Bradford,"""@JogeLLY: ""@BagyongYoIanda: I invoke my right against self-incrimination."" #Napoles. Hahahahahaha""",1383891012.0,ALLEYLOVESS,'398814714458673152',Singapore,,28800,,en
"Naga City, Philippines",@nikioquendo napoles' too sassy for ya,1383891026.0,elmadelatorre,'398814774483378176',Pacific Time (US & Canada),,-28800,,en
Bulakan,GNight! madlang People .. God is in control #Napoles,1383891030.0,aewin_26,'398814790283296768',Beijing,,28800,,en
Bradford,"""@JeFFeRSoN_skyle: Boy: Will you marry me? :) Girl: Hindi ko alam. I invoke my right against self incrimination. #Napoles""",1383891040.0,ALLEYLOVESS,'398814835040727041',Singapore,,28800,,en
Mandaluyong,@justinbustos Napoles is that you? HAHAHA :D,1383891060.0,HEYnikaaaaii,'398814916385075200',Beijing,,28800,,en
Bradford,"""@sikarlpogi: Rich Kid : I invoke my right against self incrimination.  Poor Kid : Di ko po alam. #Napoles""",1383891082.0,ALLEYLOVESS,'398815008429064192',Singapore,,28800,,en
Philippines,"what can you say about napoles?  Napoles, hmm. Too bad I wasn't able to really follow the whole issue. But I do... http://t.co/es4nYw1S7i",1383891160.0,Leishayne,'398815336654704640',Pacific Time (US & Canada),,-28800,,en
Davao City,@Ilagan_Boy06 @viagrace09 I INVOKE MY RIGHT TO SELF INCRIMINATION :D #Napoles,1383891209.0,jessassygirl,'398815542053572608',Beijing,,28800,,en
"San Juan City, Philippines!",#NowWatching Napoles hearing. Not because of her but because of the one and only Miriam Defensor Santiago ,1383891274.0,hannapechon,'398815814628831232',Taipei,,28800,,en
"Manila, Philippines",Don't wanna hear about napoles thing. Nakakainis lang.,1383891336.0,YourJem,'398816074327552000',Pacific Time (US & Canada),,-28800,,en
"Manila, Philippines","My sister's watching the #Napoles hearing 'cause she missed it yesterday. Listening to it now, it sounds like a really bad radio drama.",1383891348.0,EloraPicson,'398816125846175744',Hong Kong,,28800,,en
Philippines,"Indeed! ""@rapplerdotcom: Miriam to Napoles: Tell all before senators kill you http://t.co/j4euGhoBYo""",1383891371.0,princessmaelove,'398816223229530113',Taipei,,28800,,en
"calamba,laguna,philippines",I love napoles 'SHE'S THE ONE' http://t.co/SPtXlgAERR,1383891433.0,romnickmartinez,'398816479866408960',Pacific Time (US & Canada),,-28800,,en
sa PUSO'T ISIP MO,"Dear NBI, can you please investigate Yolanda and Napoles. I think they conspired to destroy the Philippines. #YolandaPH",1383891580.0,iamtoffie_badz,'398817097381187584',Hong Kong,,28800,,en
,"Miriam: Knock Knock! Napoles: Who's There?Miriam: Yolanda!Napoles: Yolanda Who? Miriam: Yolanda, What my name, whats my name...",1383891656.0,YolandaHaiyanPH,'398817417586950144',Alaska,,-32400,,en
"Cedar Key, United States","If you don't wanna talk, just let me know now instead of keeping me Guilty yang si Janet Lim Napoles sa P10 Bilyon pork",1383891658.0,muraro_z,'398817424851869696',,,,,en
Angeles City,@PorkyVaughn So you're tellling me I'm napoles? :( huhu.,1383891683.0,joyceeber,'398817530468261889',Alaska,,-32400,,en
,Super typhoons hit #Philippines... typhoon #Napoles  and typhoon #YolandaPH both destructive...,1383891729.0,abaMARUELyan,'398817722470903809',Central Time (US & Canada),,-21600,,en
"Davao City, Philippines","Bon Jovi to Janet Napoles: ""You give pork a bad name!"" haha",1383891783.0,IamPaulOnez,'398817950083215360',Alaska,,-32400,,en
Manila,I invoke my right?Oo napoles ma sosolve natin yan!,1383891854.0,dreamatienzo,'398818245584506880',Central Time (US & Canada),,-21600,,en
"Pasig City, PhilipPAYNEs","""@PitelAngelica: @ImTRISHA_21 ! SAME FEELING WITH NAPOLES, @ColeinNicole""",1383891909.0,ImTRISHA_21,'398818478162845696',Beijing,,28800,,en
"Tagaytay City, Phils.","Victoria's denial of truth reminds me of Napoles case, full of pretensions! urrgghh #affectedlang #BNLKMNightOfRapeExposed",1383891926.0,imsogracious,'398818548627161088',Greenland,120.9447263,-10800,14.35001854,en
,I #votearianagrande for the 2013 #MTVEMA Artist On The Rise! See who's in the lead and vote: http://t.co/MjEUzj2uPP pork barrel,1383891978.0,buteradiariesx,'398818766185717760',,,,,en
"Manila, Philippines","Best excuse ever: ""I invoke my right against self-incrimination."" ... #napoles #dikopoalam XD",1383891996.0,ladyElle18,'398818844795342848',Arizona,120.9893285,-25200,14.6558855,en
Philippines,Hahahaha. Pork Barrel jokes. Laughtrip. #BG,1383892010.0,smileawjay,'398818902873894912',Alaska,,-32400,,en
,Classmate: Ano'ng GWA mo last sem?ME: I INVOKE MY RIGHT AGAINST SELF-INCRIMINATION! #Napoles,1383892029.0,starjohnray1,'398818982150410241',Taipei,,28800,,en
,"""@chaygonzales: i just saw this pic :)) ROFL :)) #Napoles http://t.co/GEtI6vaWgq"" #Napoles HAHHAHHAA!",1383892034.0,Yeyiieesh,'398819002761220098',Alaska,,-32400,,en
"Paris, France",Really? Did Napoles revealed the truth?,1383892054.0,ThriciaLou,'398819088018853889',Arizona,,-25200,,en
"Cebu, Philippines","Technically it's not yours to give up, that's 'OUR' pork. RT @inquirerdotnet Legarda: Ive given up my pork for 2014 #Napoles",1383892141.0,jango_des,'398819449404280832',Jakarta,,25200,,en
,JANET NAPOLES voted EXO for #WorldWideAct  #EMAzing #MTVEMA,1383892170.0,luhansmoan,'398819572691652609',Hong Kong,,28800,,en
"Jersey City, NJ","Don't give Janet Napoles special treatment in jail if she'll just say ""HINDI KO PO ALAM"" #JanetNapoles #Magnanakaw",1383892188.0,ChescAzurin,'398819648260415490',Eastern Time (US & Canada),,-18000,,en
desmerias,i dun knoe hus mur manhidnapoles or youit herts #hugotulit,1383892262.0,dlsud_pls,'398819960606052353',,,,,en
IG: Bebarben :),Who is the cruelest person in history?  napoles :) sorry to say so :) http://t.co/36pbOLyl4c,1383892265.0,Beybearben,'398819969565478912',Arizona,,-25200,,en
Singapore,Napoles' denials can be used against her  Escudero:MyNews Philippines_AndroidApp!  https://t.co/xU0BUtXcRo,1383892280.0,lhylcom32,'398820032890671104',Singapore,,28800,,en
Philippines,@Inq_Opinion Did you know that #Napoles was Trending Topic for 12 hours?  http://t.co/MxOHml5GkH @inquirerdotnet #trndnl,1383892287.0,trendinaliaPI,'398820064679309312',Perth,120.7391,28800,15.5931,en
K A T H N I E L ,"Miriam: Knock Knock! Napoles: Who's There?Miriam: Yolanda!Napoles: Yolanda Who?Miriam: Yolanda, What my name, whats my name...",1383892337.0,NAoMIFloREs_21,'398820274298040320',Abu Dhabi,,14400,,en
"Manila,Philippines","Biggest issue yesterday, Yolanda (typhoon) vs. Napoles xD amf hahaha",1383892371.0,tristan_ishq,'398820414769881088',Pacific Time (US & Canada),,-28800,,en
riyadh k.s.a.,I liked a @YouTube video http://t.co/WZXV30rXEh Experts laud Miriam grilling Napoles,1383892440.0,rickyprudencio,'398820706206875648',,,,,en
Denmark,"""@HecklerForever: The most annoying thing about Janet Lim-Napoles after yesterday's hearing? She was still breathing.""",1383892441.0,ifYouSeeKU,'398820710895730688',Arizona,,-25200,,en
,Lawyer says  Napoles as state witness will benefit country http://t.co/DbVObXQSGk,1383892489.0,tordesillas,'398820909433114624',Alaska,,-32400,,en
,Grabe! Now watching miriam defensor with napoles !,1383892512.0,imAbby23,'398821005646258176',Pacific Time (US & Canada),,-28800,,en
,"""Tell the truth before the senators affected have you assasinated"" PAK! #senmiriam #napoles #pdafprobe #porkprobe http://t.co/02vBCyuRRC",1383892616.0,starjohnray1,'398821442394918912',Taipei,,28800,,en
Sa Singit ni Luhan,I want to watch the hearing of Napoles.,1383892633.0,Donya_LU,'398821513429667840',Pacific Time (US & Canada),,-28800,,en
"Newville, United States","If you don't wanna talk, just let me know now instead of keeping me Guilty yang si Janet Lim Napoles sa P10 Bilyon pork",1383892703.0,MjIngrahm,'398821809019031552',,,,,en
"Washington, DC",#Philippines: Whistle-blower Benhur Luy implicated more lawmakers in the multibillion-peso pork barrel controversy. http://t.co/XsXjaBi3IF,1383892772.0,SoutheastAsiaDC,'398822096257564672',Eastern Time (US & Canada),,-18000,,en
exo's manager hyung,Janet Lim Napoles voted EXO for #WorldWideAct,1383892804.0,JiyongHilario,'398822233226764288',Pacific Time (US & Canada),,-28800,,en
,I INVOKE MY RIGHT - Napoles,1383892821.0,imAbby23,'398822302868975616',Pacific Time (US & Canada),,-28800,,en
philippines,FULL TRANSCRIPT: Janet Lim-Napoles tells 'Investigative Documentaries': Middle class lang kami http://t.co/F6Bq4Y1VlB via @gmanews,1383892836.0,hellosonny,'398822366144262144',,,,,en
{#putasfam  #seluchanbaek},Napoles voted EXO for #WorldWideAct  #EMAzing #MTVEMA,1383892852.0,luhungry,'398822435090210816',Beijing,,28800,,en
Philippines,Can somebody send me the link nung full trial ni Napoles. I want to watch. ,1383892865.0,GOSSIP_BOY_JC,'398822487300919296',Alaska,,-32400,,en
Philippines,I invoke my right #napoles,1383892956.0,Eryelii,'398822867413917696',Beijing,,28800,,en
lost and insecure,Dad dont want what im watching so he keeps on talking some shts like napoles can u not,1383892977.0,syryliamcalm,'398822958816190464',Singapore,,28800,,en
Seoul  Phil,"""I revoke my right against self incrimination""-Janet Napoles  ",1383892987.0,Itsmeshyraleee,'398822999760965632',Arizona,,-25200,,en
Philippines,"""@anobayanBRO: Sen Miriam: What is so funny over there? This is an institutional hearing.Napoles: I'm sorry.Sen Miriam: You should be!! """,1383893086.0,DMBB_22,'398823412866355200',Beijing,,28800,,en
Knoller  2K17,"@onefourteen1314: Janet Napoles stress-eating  Proven effective, so you should try it too  http://t.co/KwOQB3sq59",1383893092.0,JUst_gLIAzing,'398823438749405184',Alaska,,-32400,,en
Australia,Napoles you bitch! Go fuck your self!!! #napoles,1383893115.0,jeaseeelyn,'398823534413115392',Perth,,28800,,en
philippines,Netizens tweet funny reactions to Napoles Senate hearing | Yahoo! Philippines http://t.co/rlJr5lqKXp via @YahooPH,1383893186.0,v_vangogh,'398823835731894272',Beijing,,28800,,en
,"""@BagyongYolanda: Do you have requests before i get out of this country? Yo yo yo landa! #YolandaPH"" Sama niyo po si Napoles :---) ty",1383893204.0,statchyn,'398823908407009280',Quito,,-18000,,en
philippines,Netizens tweet funny reactions to Napoles Senate hearing http://t.co/oPeVg2riMY via @yahooph,1383893226.0,v_vangogh,'398824003235627009',Beijing,,28800,,en
  PLNT,JANET LIM-NAPOLES VOTED FOR EXO TOO LMAO!!#WorldWideAct EXO..,1383893338.0,PapaLeeSooman,'398824473509367809',Alaska,,-32400,,en
One Direction,"Yolanda Napoles, 19 Philippines.",1383893375.0,jayyounglee,'398824626001678336',Beijing,,28800,,en
  PLNT,#WorldWideAct EXO..JANET LIM-NAPOLES VOTED FOR EXOO,1383893376.0,PapaLeeSooman,'398824630380548096',Alaska,,-32400,,en
,I invoke My Rights For My Criminilation :(Janet Lim NapolesInvoke ba ? :3-invokelistSun Strike-EEE [T]... http://t.co/0aLtSe26up,1383893405.0,JohnBrixter1,'398824753596596224',Arizona,,-25200,,en
,Bukas Nalang kita Mamahalin is one of the best teleseryes in recent memory simply cuz its very related to current events #Napoles #Justice,1383893430.0,johanaguilar_,'398824858127056896',,120.98468748,,14.59118904,en
"Manila, Philippines","Hello there NAPOLES! ""Hindi ko po alam"" haaaaaaaay! Now watching Napoles Hearing at Youtube with http://t.co/Yc3zgKPoDT",1383893457.0,MarianneQue,'398824970895499264',Arizona,,-25200,,en
,"Yesterday, the news was all about #napoles. Today was about  #yolanda#haiyan",1383893458.0,wishingforthis,'398824974615465984',Beijing,,28800,,en
,I'm actually waiting for #Napoles to be confined at St. Lukes &amp; attend a hearing riding a wheelchair. 3:),1383893482.0,starjohnray1,'398825073869467648',Taipei,,28800,,en
,@PAPAJACKonTLC Papa jack strongest typoon eyes will visit the strongest liar in Philippines Janet Napoles,1383893535.0,rmpryes,'398825298881286144',,,,,en
"Cagayan de Oro, Philippines :)",Who is the most beautiful person in your country?  Janet Napoles. http://t.co/uBJ3Bfa0fK,1383893576.0,ohmaagad,'398825467937296384',Arizona,,-25200,,en
Rainbow Skies ,OMG I JUST REALIZED THAT MY COUSIN LIKES TO NAPOLES ZONE PEOPLE OMG OMG BRENDON OMG HAHA @BYE__Jo,1383893647.0,pia_bacquiano,'398825769092120576',Beijing,,28800,,en
,Naligo ka na ba....?I invoke my right against self-incrimination!#napoles #pdafprobe #PorkProbe,1383893665.0,starjohnray1,'398825842089799681',Taipei,,28800,,en
"Caloocan,PH","""@PapaLeeSooman: #WorldWideAct EXO..JANET LIM-NAPOLES VOTED FOR EXOO""bet!hahaha",1383893687.0,iamSUPERayla,'398825936746852353',Hong Kong,,28800,,en
magic carpet ,"Just finished watching the napoles trial replay on youtube..senator miriam is really amazing,  iba talaga pag matalino",1383893687.0,cess_mouse,'398825934263820288',Hong Kong,,28800,,en
,"Miriam asks Napoles to answer truthfully, clarifies 'self-incrimination': http://t.co/ihS5JEPi1c via @youtube",1383893752.0,ongo2000,'398826208822972419',,,,,en
CAVITE,Will it be aired publicly once Napoles hav d hearing on d Ombudsman? Tax Payers still have the right 2b informed of the facts! #Napoles,1383893778.0,MyNameIs_Lelay,'398826317480603648',Quito,,-18000,,en
Asia Pacific,At may nagbilang talaga? #Napoles  [pic]  https://t.co/m0dd7L6Lwr,1383893812.0,Sagi21Aeb,'398826458182713344',Alaska,,-32400,,en
"Mandaluyong City , Metro MNL",I invoke my rights- napoles,1383893834.0,honesTOTY,'398826550612594688',Beijing,,28800,,en
,Benhur Luy upstages Napoles in Senate hearing http://t.co/M45B9Ahw2G via @inquirerdotnet,1383893863.0,ystian_2008,'398826672608120832',,,,,en
IG  amacezing,HAHAHAHAHAHHA NAPOLES JOKES ARE THE BEST I AM LAUGSHISNG,1383893900.0,oceanirrys,'398826827013054464',Alaska,,-32400,,en
Kitchen,@BagyongYoIanda when u leave take napoles wt you pls,1383893938.0,youuknees,'398826988657315840',Alaska,121.00509272,-32400,14.60287532,en
,Vice Ganda Posts Funny Napoles Tweets http://t.co/sNiLsKUlZK,1383893940.0,showbiznest,'398826997310189568',Singapore,,28800,,en
Philippines,"@HecklerForever as per some, yolanda is asking for #napoles so lets give #napoles to #yolanda #sinungaling",1383893972.0,jef_poy,'398827129812447232',Hong Kong,,28800,,en
,@maxenemagalona lucky ore partylist dis approve or else poor ofw nd rich napoles again,1383894067.0,24_jdl,'398827528174850048',,,,,en
,"NAPOLES:""I invoke my right""Invoker Lord.-invokelistQuas - HindiWex - OoExort - EwanInvoke - I invoke... http://t.co/nktusDfV8C",1383894216.0,ImbarazeSeth,'398828152719695874',,,,,en
"Paris, France / Manila","#YolandPH almost covered the whole Philippines! Seriously Yolanda, if you enjoy your ""island hopping', please take Napoles w/ u!",1383894218.0,cooluani,'398828160751390722',Alaska,,-32400,,en
MNL,Watching the senate hearing of Napoles on Youtube. :)))),1383894267.0,tinemueno,'398828367236984832',Hong Kong,,28800,,en
In My House,"Do not answer me with the stupid answers of mediocre Napoles! ""The One Shall Not Be Studied"" ...  okay okay.... :3 http://t.co/xgrgdJ3OIa",1383894290.0,icequezon,'398828464884944897',Beijing,,28800,,en
"Nishiwaki-Shi, Hyogo ken Japan",The happiness of society is the end of government. Fvck you Napoles!,1383894326.0,JapaneseDUDE_,'398828614331793408',Arizona,,-25200,,en
,"NAPOLES:""I invoke my right""Invoker Lord.-invokelistQuas - HindiWex - OoExort - EwanInvoke - I invoke... http://t.co/RlHaMe4H5E",1383894336.0,nostalgicejay,'398828658062000128',Alaska,,-32400,,en
"Manila, Philippines.",Napoles is the denial queen of the century! #abolishpork,1383894493.0,TheDoraism,'398829315934003200',Singapore,,28800,,en
Philippines,I surmise that Sen. Miriam is trying to imply that retired Marine Major Jaime Napoles has connection(s) with (cont) http://t.co/mD8x67dwqt,1383894572.0,valilanadeshya,'398829647049539584',Pacific Time (US & Canada),,-28800,,en
,Watching Napoles' Hearing ,1383894593.0,tipaclongg,'398829735662215168',Beijing,,28800,,en
Del Monte-Pearl Drive Ikot,"I invoke my right to self-incrimination. (Napoles, 2013)",1383894606.0,JaysonZabala,'398829788267151361',Singapore,,28800,,en
The Land of the rising sun,@XSTROLOGY: Haters hating on #Virgo cause they can always find the truth in your lies.- alamo na napoles?,1383894639.0,ANNchararatMes,'398829928918945792',Osaka,,32400,,en
"Malabon City, Philippines","Grabe lang ang mga balita ngayon. Yesterday I was laughing over Napoles' hearing; now, I feel so worried for the Yolanda flood victims.",1383894643.0,joemariefajardo,'398829943179575296',Singapore,,28800,,en
CAVITE,"You look so stress madam! You should tell details to freed yourself. ampanget mo na , wala ka ng pampaBotox! #Napoles #Nov7SenateHearing",1383894693.0,MyNameIs_Lelay,'398830156132790272',Quito,,-18000,,en
jeddah,napoles at senate pork scam hearing http://t.co/cDxSO3h3RM,1383894722.0,rachelviray0801,'398830277025202176',,,,,en
L'cie Kingdom,Just pray for the phillippines.. And to tita janet napoles to say something friutfull on thursday! GOD BLESS the Philippines.,1383894853.0,undisputed_czar,'398830827397591040',Taipei,121.3950918,28800,14.1098228,en
philippines,Senator Francis Escudero wants to put Janet Napoles in ordinary jail | Sun.Star: http://t.co/RGt2nNOIj6 via @sunstaronline,1383894878.0,jollyjun,'398830928786505728',Hong Kong,,28800,,en
UAE,Experts laud Miriam grilling Napoles: http://t.co/kvv9LQEKpn via @youtube,1383894879.0,gerald_rosero,'398830934486556674',Quito,,-18000,,en
"Manila, Philippines",Tang ina mo mukha kang puppet!! - APOLOGY OF ARNOLD CLAVIO ON HIS INTERVIEW with Lawyer of Janet Lim Napoles http://t.co/1ybADL4bNv,1383894881.0,giocamaclang,'398830942644498432',Singapore,,28800,,en
A to the C,"11:11 its still Napoles's death.                            (It ain't gon' change, like seriously) |^.o.^|",1383894947.0,CyyAbacan,'398831221511168001',Beijing,,28800,,en
,"ayun NOGSORRY naman pala eh, APOLOGY OF ARNOLD CLAVIO ON HIS INTERVIEW with Lawyer of Janet Lim Napoles: http://t.co/RKWXvoRj5T via @youtube",1383894953.0,BotoyanJay,'398831245636796416',,,,,en
philippines,Senate mulls pork barrel abolition | Sun.Star: http://t.co/qfSLsrjKTb via @sunstaronline,1383894958.0,jollyjun,'398831266876772355',Hong Kong,,28800,,en
Philippines,"We have to be strong. Pork Barrel Scam, earthquake, super typhoon but still we Filipino's never back down. Lilipas din to.",1383894967.0,iamlykalauzon,'398831305657311232',Beijing,,28800,,en
Doha,"Napoles topic na naman nilaa xD ""I invoke my right to self-incrimination""",1383895018.0,EllaSabado,'398831519961059328',Baghdad,,10800,,en
"Manila, Philippines",What does the fox say? Napoles: Hindi ko po alam.   #NapolesZoned,1383895082.0,NicholsonTee,'398831785351471104',Alaska,,-32400,,en
Philippines ; Taiwan,Yolanda Napoles has got to be one of the worst names anyone could have...,1383895132.0,ChalChangLontoc,'398831995523846144',Hong Kong,,28800,,en
dpnxrry  @abbybonuan's,How much money do you need to feel rich?  money way more than what obama and napoles have combined http://t.co/dxQU7OaisU,1383895136.0,JVMIES,'398832011550666752',Beijing,,28800,,en
cotabato city,What does the fox say?  Napoles: Hindi ko po alam. I invoke my right.,1383895164.0,sharazadsema21,'398832132304285696',Arizona,,-25200,,en
Philippines,"@PingMedina That Napoles phooowwwtooowww. Haha, where on earth did they get that from???",1383895192.0,AbbyAsistio,'398832246934601728',Alaska,,-32400,,en
Never Land,"""Tuma-TITANIUM si NAPOLES ""I'm bulletproof, nothing to lose Fire away, fire away.""",1383895224.0,ericacruz021,'398832384134508544',Beijing,,28800,,en
"Manila, Philippines","REPLAY: Livestream: Napoles at Senate pork scam hearing (Nov. 7, 2013) http://t.co/7IEuKDPDIH",1383895283.0,kccabigao,'398832627773218816',Beijing,,28800,,en
BACOLOD  MNL,"Yolanda,please pour all your strength to where napoles is now located.",1383895296.0,itschrissalouie,'398832683817517056',Alaska,,-32400,,en
Sunny Manila,"Almost done with the Napoles videos... WOW, I WATCHED EVERYTHING...",1383895338.0,missfrederica,'398832860661952512',Beijing,,28800,,en
SanFernando|Baguio|Angeles,"@Pinoy_Humor: ""What does the fox say?""#Napoles: ""Di ko po alam."" #NapolesZoned",1383895347.0,elyssertmp,'398832899371180034',Arizona,,-25200,,en
,I want to hug napoles and stab her in the back.,1383895359.0,Kigggggggggggg,'398832948721377280',Beijing,,28800,,en
"Troy, Michigan","Napoles is saying she's not rich... You have a $2mil penthouse at the Ritz. Hell, if you're not rich, I must be dirt poor! #PatrolPork",1383895378.0,jpolicarpio3,'398833026714439680',Eastern Time (US & Canada),,-18000,,en
SanFernando|Baguio|Angeles,@senmiriam: Final words to #Napoles:Tell the truth before the senators affected will have you assassinated.#PDAFProbe,1383895404.0,elyssertmp,'398833137058201600',Arizona,120.31190636,-25200,16.64699979,en
"novaliches, quezon city","Having convo w/ my mom about Napoles.. then she ask something.. and I answered ""Hindi ko alam"" (OMG! Am I Napoles?) NOOOO! :\",1383895426.0,bluishiken,'398833228934438912',Alaska,,-32400,,en
,What does the fox say?Napoles : hindi ko po alam.#WeLoveQuotes,1383895529.0,ajwelove,'398833659722997761',,,,,en
,Knock knock. Who's there? YOLANDA. Yolanda who?   NAPOLES: Hindi ko po alam.,1383895570.0,ShantalTagalog,'398833834180874240',Arizona,,-25200,,en
"Manila, Philippines","Hey, @BagyongYoIanda Did you take Janet Lim - Napoles with you? Hehehe.",1383895583.0,raphapv2005,'398833887960256514',,,,,en
,With Napoles and Chicser. #RIP,1383895699.0,BagyongYoIanda,'398834374038151168',Beijing,,28800,,en
"MNL, PH.",PLSSSSS!!!! RT @BagyongYoIanda: With Napoles and Chicser. #RIP,1383895712.0,ktelsaqsss,'398834428631191552',Hong Kong,,28800,,en
ALTAS PERPSCUSSIONIST ,"""@BagyongYoIanda: With Napoles and Chicser. #RIP""",1383895721.0,ChaChaROOOT,'398834467814395904',Alaska,,-32400,,en
,@BagyongYoIanda: With Napoles and Chicser. #RIP THANK YOU,1383895724.0,vanwiiill,'398834479029960704',Pacific Time (US & Canada),,-28800,,en
,@BagyongYoIanda: With Napoles and Chicser. #RIP,1383895733.0,ICOcocrunch,'398834516954869760',Alaska,,-32400,,en
"Manila, Philippines",@BagyongYoIanda: With Napoles and Chicser. #RIP HAHAHA,1383895741.0,SamGotinga_,'398834551192952832',Beijing,,28800,,en
"Manila, PH",RT @BagyongYoIanda: With Napoles and Chicser. #RIP,1383895741.0,reemyrobby,'398834549016522752',Hong Kong,,28800,,en
someday/5 ,"""@BagyongYoIanda: With Napoles and Chicser. #RIP"" Good job Yolanda!! Hahaha",1383895742.0,beverlyalega,'398834553726324738',Pacific Time (US & Canada),,-28800,,en
,@BagyongYoIanda: With Napoles and Chicser. #RIP,1383895765.0,tanyaaaaaang,'398834649993998336',Beijing,,28800,,en
Everywhere :O,They should take all of Napoles' money and use it for relief funds,1383895766.0,lostluche,'398834656671305728',Beijing,,28800,,en
Ph,"""@BagyongYoIanda: With Napoles and Chicser. #RIP"" yea #rip",1383895777.0,audricaliter,'398834700560519169',Beijing,,28800,,en
Phillippines,@AiLheeen bigay to ni Napoles :)) Hahaha! Because she invoke her rights,1383895811.0,BoomKarakaraka8,'398834843116507136',Beijing,,28800,,en
Philippines,"Plus, minus; add, subtract; positive, negative; big, small; up, down; before, after; white, black; HONESTO, NAPOLES.",1383895834.0,deliveryVANdon,'398834940613115905',Taipei,,28800,,en
Bacoor,"""@BagyongYoIanda: With Napoles and Chicser. #RIP"" Thanks!",1383895837.0,dhencarlm,'398834953535778816',Beijing,,28800,,en
Philippines,@HoyHya will do haha :)) thanks kanina. #napoles ,1383895857.0,TaraSamson,'398835036159344640',Hong Kong,,28800,,en
"Brooklyn, New York","Dear #Yolanda, go away and bring #Napoles with you. Bye! #SuperTyphoon #Goodnight #Iligan  @ http://t.co/fXEQiAu3Dn",1383895857.0,genallyAllen,'398835036084264960',,124.24326413,,8.23280244,en
Pilipinas,"""@BagyongYoIanda With Napoles and Chicser. #RIP""",1383895867.0,KaSiJomar,'398835078215630848',Pacific Time (US & Canada),,-28800,,en
,"""@BagyongYoIanda: With Napoles and Chicser. #RIP"" =))))",1383895871.0,akosidex,'398835095663935490',Singapore,,28800,,en
17 & Blessed,"""@BagyongYoIanda With Napoles and Chicser. #RIP"" #/RespectChicser tweets in 3... 2...",1383895902.0,Leebeeyah,'398835227763548161',Taipei,,28800,,en
,so napoles ka na din?? why not answer my question?? http://t.co/5JMYHlYIER,1383895908.0,oh_margauxsh,'398835251088089088',Beijing,,28800,,en
,"""@BagyongYoIanda: With Napoles and Chicser. #RIP""",1383895911.0,stephquiengm,'398835264212459520',Singapore,,28800,,en
Philippines,haha! this made my night. #Napoles http://t.co/OfXs8BP2te,1383895913.0,deejeana,'398835272739086336',Alaska,,-32400,,en
Bulacan PH,Hahaha :) RT @BagyongYoIanda : With Napoles and Chicser. #RIP,1383895929.0,yowiehharrah_,'398835339202015232',Arizona,,-25200,,en
philippines,"On Napoles. Mirror mirror on the wall, who is the GUILTIEST of them all.  ;)",1383895961.0,juicy_kim2,'398835471289036802',Hong Kong,,28800,,en
\ () /,@BagyongYoIanda: With Napoles and Chicser. #RIP BYE HAHAHAHAHAHAHA.,1383895995.0,itsRikaaa,'398835614323200001',Beijing,,28800,,en
@DiowBreezy's ,"""@BagyongYoIanda: With Napoles and Chicser. #RIP""omg ! Thank you ! Hahahaha ",1383896014.0,1bernardokath,'398835696636399617',Beijing,,28800,,en
The West Side,"#ChristieFord2016, because it's time for pork barrel politics to become a literal thing.",1383896018.0,KentAtwater,'398835714323783681',Eastern Time (US & Canada),,-18000,,en
Reeses's Kingdom,"""@BagyongYoIanda: With Napoles and Chicser. #RIP""",1383896022.0,bcrnardokaath,'398835729125502976',Beijing,,28800,,en
You can't sit with us - BBF,"""@bcrnardokaath: ""@BagyongYoIanda: With Napoles and Chicser. #RIP""""",1383896034.0,AnikkaCamayaa,'398835780660895745',Arizona,,-25200,,en
"MANILA, Philippines ",GTA V Pork Barrel Edition. http://t.co/RkGyrVotpR,1383896037.0,ivanthoughts_,'398835789523460097',Alaska,,-32400,,en
PilipiNASH,"""@BagyongYoIanda: With Napoles and Chicser. #RIP""",1383896052.0,eyyymravenmeii,'398835853742456832',Beijing,,28800,,en
Sta Cruz Manila,http://t.co/d15zloSlue: Cayetano: Napoles should be jailed 20 years for lying http://t.co/9glSku8FKc via @ABSCBNNews.. Napoles is sharp!,1383896074.0,lolsuave,'398835949229989888',Pacific Time (US & Canada),,-28800,,en
