user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language
,Its funny how Janet Napoles' body language and facial expression reveals the truth. Honesto please! @erikacrabara,1383932026.0,Pretty_ErikaDa1,'398986739164774400',Beijing,,28800,,en
Philippines,Janet Napoles voted for EXO #EMAzing EXO,1383932307.0,nikkiimaro,'398987920012357633',Beijing,,28800,,en
Manila,"STOP NAPOLES securities, save and donate the money instead to all the victims of the Calamities. PUT  HER IN JAIL!!!!",1383932378.0,Katecatherine12,'398988216474165249',,,,,en
EPIClandia,WATCH: This is stunning! @senmiriam grilling Janet Napoles: http://t.co/H7c87w302C,1383932378.0,JohnXtina,'398988216990044160',Bangkok,,25200,,en
 MNL ,@nikkiimaro: Janet Napoles voted for EXO #EMAzing EXO,1383932380.0,baeklawithegg,'398988225873592320',Alaska,,-32400,,en
,"Whistleblowers are just as guilty. Most of them are financially distraught leading them to ""tell all,"" for a big payout. #pork barrel scam.",1383932388.0,quickflip65,'398988258035507200',,,,,en
a place for arsonists,"not to sound extremely barbaric, but if we threaten the lives of the family of napoles im sure she'll admit it",1383932449.0,ketetburrito,'398988516585009152',Hong Kong,,28800,,en
"Makati, Philippines",Whaaaat. May Let's Whack Napoles na game. :O http://t.co/xQP9RhBu6d,1383932552.0,rxnndlstn,'398988945410629632',Urumqi,,28800,,en
Manila,"STOP NAPOLES securities, save and give the money instead to all the victims of the calamities. PUT HER IN JAIL! She is not worth protecting.",1383932563.0,Katecatherine12,'398988993758384128',,,,,en
Baguio City,"Nearly 30 typhoons, the latest Yolanda. A 7.2 magnitude quake. Even the Pork Barrel scam! We are still standing! We are Filipinos! BRING IT!",1383932610.0,PaulitoX,'398989189644943360',Hong Kong,,28800,,en
Tacloban City,Screw Pork barrel!!! Update us about Leyte please!!,1383932781.0,hilclaire,'398989905482625024',Alaska,,-32400,,en
"Tanza, Cavite, Philippines","What business is the dirtiest?  Drug transactions, Napoles http://t.co/C234vMWDVb",1383932857.0,DumbFan13_19,'398990228209553408',Pacific Time (US & Canada),,-28800,,en
Philippines,Napoles Senate Hearing Turned Anatomy Class http://t.co/KwptgHcJgK via @MemeCenter,1383932891.0,DocBIENevolent,'398990368701554689',Hong Kong,,28800,,en
,I liked a @YouTube video http://t.co/R5AU3syONm Jeane Napoles 21st Birthday Party (Sosyal),1383932953.0,VPRGilmar,'398990630271332352',Brasilia,,-7200,,en
"Manila,Philippines","You want Napoles Cream?It'll make your face thicker.and flumpy hahah...It's an idiomatic expression,it'll make... http://t.co/t8mSEb5fCN",1383933016.0,MarizIlao,'398990893015126016',,,,,en
,NW the replay of Sen. Miriam and Janet Napoles senate hearing. Intense! Haha!,1383933026.0,minasette,'398990933942751232',Pacific Time (US & Canada),,-28800,,en
Dito At Ngayon!,"""I was not overspeeding,it was just right""- MEpolespero seryoso with the 30%++ tax that i pay,dapat ang highway ko 120km+ ready!#Napoles",1383933071.0,MarisseBC,'398991123378487296',Hong Kong,120.59783873,28800,15.88542421,en
"Manila,Philippines",Yolanda where an you?Need Napoles?Take her out of this lovely country.Please kick her outside the milky way,1383933125.0,MarizIlao,'398991349057609728',,,,,en
Philippines,Netizens tweet funny reactions to Napoles Senate hearing | Yahoo! Philippines http://t.co/Le0BX4zHYU via @YahooPH,1383933196.0,gkrismel,'398991647645503488',Hong Kong,,28800,,en
,Ignorance is your new bestfriend. -Napoles,1383933377.0,Dhangsilowg,'398992407233966080',Arizona,,-25200,,en
Bikini Bottom,Have you been Napoles-zoned? Haha,1383933473.0,mistervinbean,'398992808532389888',Hong Kong,,28800,,en
PHL,Duterte backs transport strike vs pork barrel http://t.co/wWJcQrtDAd via @inquirerdotnet,1383933484.0,YBaeby,'398992856079024128',Alaska,,-32400,,en
Manila,"Everytime I see or hear a news about Napoles, it turns me on!! Hahaha! So much interested!",1383933498.0,yeddamarieee,'398992914056880128',Beijing,,28800,,en
"Paris, France",@misshhmarie @gladzkeano yuck. No way highway. Me? Napoles? Plsss. -.-,1383933505.0,ejanevi,'398992943471529984',Pacific Time (US & Canada),,-28800,,en
Republic of the Philippines,"@mrksbl You're refering to Napoles, right?",1383933508.0,ImLynyrdPeras,'398992955358212096',Taipei,,28800,,en
"Manila,Philippines",Yolanda!!!!this typhoon was very strong.Please  take Janet Lim Napoles out ta here?!!Please just take her away,1383933587.0,MarizIlao,'398993286519869440',,,,,en
,My piece: Astig! referring to Napoles. I hope you can read &amp; RT this. Thanks! :) http://t.co/j6Z5I5gc7f,1383933630.0,bethangsioco,'398993469680525312',Taipei,,28800,,en
 DVO ,Napoles the red nose reindeer! ,1383933731.0,msshannenmeeka,'398993890126348288',Hawaii,,-36000,,en
philippines,"@raggster @mrsunlawyer I hope pple remembers that d reason  Napoles isn't talking is bec she's waiting for a ""friendly but very DARK admin..",1383933735.0,v_vangogh,'398993907544907776',Beijing,,28800,,en
,@itsdebed143 that's good! haha wait what's with the Napoles thingy? O.O,1383933912.0,thisisjai143,'398994653275373568',Pacific Time (US & Canada),,-28800,,en
Exo's Pants x),HAHAHHA! I cannot even Napoles. LOL #EMAzing EXO http://t.co/oBLDjAo5jI,1383933941.0,itsbaekdo,'398994773391843328',Kabul,,16200,,en
,napoles needs to be baked under the sun and fed to ants,1383933960.0,JudddeJesus,'398994851821125632',,,,,en
"Manila, Philippines",#humor #napoles http://t.co/O3FR4foefD,1383934033.0,AkoSiMher21,'398995159322746880',Pacific Time (US & Canada),,-28800,,en
"From the North and South, PHL","""@PhilstarNews: Senators poised to file perjury raps vs Napoles @PhilstarNews http://t.co/OUODNBe9SM"" Way to go Napoles.",1383934120.0,yodeneehdeneeh,'398995524168056832',Hong Kong,,28800,,en
Philippines,sino gusto admin dito  I Invoke My Right Against Self Incrimination - Janet Napoles,1383934149.0,iamjufren10,'398995644083224576',Pacific Time (US & Canada),,-28800,,en
Republic of the Philippines :),When was the Napoles props and slipper hulog day?? HAHAHA! @rikka_1311 @MsBrightside_14,1383934282.0,viangandako,'398996203125231616',Pacific Time (US & Canada),,-28800,,en
"Makati City, Philippines",MT =&gt; @bethangsioco: My piece: Astig! referring to Napoles.  http://t.co/sWei5b8xz4,1383934286.0,HecklerForever,'398996221252997120',Alaska,,-32400,,en
Philippines,@bethangsioco: My piece: Astig! referring to Napoles. http://t.co/H8vjab2bz5 &gt;&gt;Her words denied it but her facial expressions betrayed her,1383934408.0,AttyRhinaSeco,'398996731854995456',Beijing,,28800,,en
,@raggster That's why you have to wonder why the COA special audit stopped at 2009 when Napoles was scamming us til 2013. @v_vangogh,1383934414.0,mrsunlawyer,'398996757582868480',Beijing,,28800,,en
,B Revilla will always defend his best friend and Business Associate. As an elected public servant he should be 4 the people not for Napoles.,1383934417.0,bserrajr,'398996769444352000',,,,,en
Wherever the food's at ,"If you could be another person for a day, who would you be?  Napoles loljk HAHAHAHAHAHAHAHAHAHAHHA http://t.co/4iY43jZfSk",1383934470.0,thelarabernice,'398996993252810752',Alaska,,-32400,,en
,@KriDeKoeur @jannmeds The senators can only recommend and put pressure on the Palace if Napoles be put in regular cell.,1383934526.0,cfherrera_mst,'398997228074708993',Beijing,,28800,,en
Pearl of the Orient Sea,"@zhielpot Napoles, is that you? :))))))))))))",1383934565.0,JEANYindabottle,'398997391090528257',Beijing,,28800,,en
Philippines,bye bye #yolandaph....don't forget #Napoles,1383934585.0,JonathzEstive,'398997473303093249',Beijing,,28800,,en
"Manila, Philippines",Chiz says Napoles doesnt deserve special treatment http://t.co/Ujvc7CSP70,1383934657.0,manila_bulletin,'398997777167822848',Beijing,,28800,,en
"Intramuros, Philippines",Chiz says Napoles doesnt deserve special treatment http://t.co/4m55TTwcIj,1383934658.0,TempoPHL,'398997780158353408',Beijing,,28800,,en
,What does the fox say? #Napoles: di ko po alam!,1383934664.0,GerstnerZa,'398997807182655488',,,,,en
philippines,RT @bethangsioco                My piece: Astig! referring to Napoles. http://t.co/AVrnahZ41L        Reply,1383934668.0,tetalimcangco,'398997821375803392',,,,,en
Pink Ocean and Exo Planet,Janet lim napoles #EMAzing EXO,1383934711.0,luhannx,'398998003119165440',Irkutsk,,32400,,en
Republic of the Philippines,"DEAR TYPHOON YOLANDA ,Stop being so rude at part of Visayas , we offer you JANET NAPOLES as peace offering . #PrayForThePhilippines",1383934742.0,IamSuperJericho,'398998132203061248',Alaska,,-32400,,en
Philippines,"""@SuperElmo: And she spoke words that would melt in your hands - Napoles""",1383934776.0,Caseeeey__,'398998275774115840',Singapore,,28800,,en
"Digos City ,Davao del Sur","''Ignorance can be Treated, But Stupid is Forever'' -Miriam Santiago on Janet Napoles.",1383934825.0,LeihYoo,'398998482213564417',Alaska,,-32400,,en
"Manila, Philippines.",Senator Miriam questions Napoles how she got her wealth,1383934826.0,theajsalvatorre,'398998484545585152',Pacific Time (US & Canada),,-28800,,en
,"""I invoke my right against self-incrimination."" - Janet Lim Napoles -- Palusot of the Year.",1383934844.0,TrixiePixy,'398998562219892736',Alaska,,-32400,,en
,@teddyboylocsin Who are we punishing here? Napoles? For suggesting transfer to regular cell? Come on!@thehumblebella @sagadasun @tonyshappy,1383934897.0,cfherrera_mst,'398998781988835328',Beijing,,28800,,en
"Manila, Philippines","Remember, Jinggoy said that Napoles would not say anything in the Senate.And by golly,he was correct! http://t.co/YRZSo6J7aZ ~@bethangsioco",1383934958.0,ClarenzeNixon,'398999037518413824',Quito,,-18000,,en
CLUBVISION300,"In other term ... don't think Napoles is bad and Tanda, sexy and pogi are the assholes but it is the media the... http://t.co/bl4QzaUR3v",1383934964.0,nagelguru,'398999063896784896',Greenland,,-10800,,en
,"@amechachua If you think she is funny, then you are a sad excuse for a human. #pork barrel scam",1383934989.0,quickflip65,'398999169563516929',,,,,en
philippines,Strongest Typhoon: YOLANDA Strongest Nation: PHILIPPINES Strongest People: FILIPINOS Strongest Face: Janet Lim Napoles --------...,1383935005.0,christina_mosh,'398999234730405888',Irkutsk,,32400,,en
philippines,@mrsunlawyer @cocoy @raggster best way to stop corrupt is 2 jail these senators if found guilty. Napoles is NOTHING w/o these officials.IMO,1383935023.0,v_vangogh,'398999309355479040',Beijing,,28800,,en
,"Napoles lied, says Alan Cayetano http://sha-- then what's the use of all d  sta rosa quarters?  send her to a regular facility.",1383935087.0,victorkojak,'398999581419008001',,,,,en
NYC,Must say they take the weather seriously now in PH. Makes sense to allocate funds on PAGASA and NDRRMC than give pork barrel to politicians,1383935124.0,athensgarrote,'398999733488082944',Eastern Time (US & Canada),,-18000,,en
alabang/las pinas PH,"Why does our country suffer from earthquakes, typhoon Yolanda and people like Napoles and corrupt senators?",1383935209.0,wandrada,'399000090779451393',Hong Kong,,28800,,en
"Mindanao, Philippines",Because Janet Napoles refuses to talk about the #PDAFScam Sen. Chiz @SayChiz now wants her to be transferred to an ordinary jail. Yes pls!,1383935227.0,mindanaoan,'399000165115113472',Hong Kong,,28800,,en
"Quezon City, Philippines","Bakit may summer themed tugstugan during November during the biggest storm in history amidst a time where people are dying? Oh, and Napoles.",1383935276.0,Sentastic,'399000370564698112',,,,,en
Manila,[BNN PH News] Sen. Bong Revilla pleased with Napoles testimony though admits it fell short http://t.co/Ft6c8BUHeH,1383935335.0,AllNews_PH,'399000619731521536',Beijing,,28800,,en
Cebu City ,the Janet Napoles &amp; Sen. Meriam Defensor Santiago encounter... #NW thanks @rapplerdotcom for this! http://t.co/s6BMotpYoa,1383935340.0,TheJackieDy,'399000640187142144',Singapore,,28800,,en
BlackBerry World,Corrupt Senators enjoy Special Treatment. Why can't Napoles enjoy the same? #WILLAsks #FundsScam #AngBoboMo @manila_bulletin,1383935377.0,WILLfindways,'399000797687455744',Beijing,,28800,,en
"Davao city-Legazpi City,Albay","Did you hear that THUNDEROUS ROAR of thousands of people?!! ROARR for #Yolanda ROARR for #Napoles ""Use Facebook To Inspire Lives to give...",1383935441.0,arlene_celis,'399001063107600384',Beijing,,28800,,en
Philippines ,"Did you hear that THUNDEROUS ROAR of thousands of people?!! ROARR for #Yolanda ROARR for #Napoles ""Use Facebook To Inspire Lives to give...",1383935463.0,Lifestyles_Ph,'399001154912542720',,,,,en
Las Vegas NV,@v_vangogh @mrsunlawyer @cocoy @raggster I agree! Absolutely well said. I bet Napoles will end up just being an accomplice to these corrupt.,1383935491.0,TonyShappy,'399001272256176128',Pacific Time (US & Canada),-115.17305053,-28800,36.112669,en
Philippines,"Seriously? You made tally with the answers of Ms.Napoles?! Hahahahha! #Napoles. ""Hindi Ko Alam"" or ""I invoke... http://t.co/OYM8f1Hg4d",1383935565.0,iammajinboo,'399001586107973632',Alaska,,-32400,,en
BlackBerry World,"According to Corrupt Senators who want her dead. #SadTruth ""@manila_bulletin: Chiz says Napoles doesnt deserve special treatment""",1383935647.0,WILLfindways,'399001930246012928',Beijing,,28800,,en
,Janet Lim-Napoles | Janet Lim-Napoles faces the Senate - Yahoo News Philippines http://t.co/gwbCze8kae via @YahooPH,1383935714.0,Alegretin25,'399002209829937152',,,,,en
Philippines,Upon Watching Napoles' hearing on youtube it makes me want to cut her head off #HindiPoTotoo #DiKoPoAlam .l. Bessy ano to tanga tangahan?!,1383935751.0,ClydeFrncoTrrn,'399002364671057920',Beijing,,28800,,en
"Quezon City, Philippines","50-ft waves &amp; hundreds of bodies lining the sts of cities affected by the typhoon, accdg to int'l news. Local news talks abt Napoles. #fb",1383935816.0,big_leboomski,'399002637690871808',Hong Kong,,28800,,en
,LIKE --&gt; Na Janette Napoles Dre?LIKE --&gt; Amoy Mandirigma Society :-Danskiiee-,1383935848.0,BryBrios,'399002771976097792',,,,,en
In the Dreamland,I invoke my right against self-incrimination #Napoles#NapolesZoned,1383935951.0,xtian_xd10,'399003202147713024',Pacific Time (US & Canada),,-28800,,en
Pilipinas,"""I'm sorry, we're not allowed to say any profanities over the phone"" - a support agent, when asked by his customer about the Napoles issue",1383935961.0,huwantso,'399003245990793216',Hong Kong,,28800,,en
Taft Ave.,@senmiriam: To #Napoles: You cannot keep on invoking your right against self-incrimination since you took an oath to tell the truth.,1383936029.0,mrcngrc,'399003528930156545',Alaska,,-32400,,en
"14.605552,121.07352","The more we hear from Napoles, the more the idea that she was just a pawn creeps in.",1383936138.0,bvergara,'399003988625870848',Hong Kong,,28800,,en
Philippines,@PaniraKa: Napoles Money. Oink Oink! http://t.co/EX2UMqYRDg,1383936217.0,cHrmAineLu,'399004320324022272',Hong Kong,,28800,,en
Philippines,@HecklerForever: The most annoying thing about Janet Lim-Napoles after yesterday's hearing? She was still breathing.,1383936226.0,cHrmAineLu,'399004357389058048',Hong Kong,,28800,,en
,"Wondering if Napoles will help typhoon victims by donating cash... I mean, she downplayed her mother's mausoleum costing her only 10M...",1383936246.0,loveintagalog,'399004440050814976',Hong Kong,,28800,,en
Cebu City,Look what cousin made. :)) #PorkBarrel nag eat jud cyag COINS. :D http://t.co/oLItJXaQVS,1383936318.0,annaloisaa,'399004741834788867',Beijing,,28800,,en
Manila Philippines,MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/QA4StOuuOE via @inquirerdotnet,1383936357.0,mrgatus,'399004906683498497',,,,,en
,Sen. Miriam Santiago used the way of the master to Napoles! hehehe JUst saw the whole hearing session :)@yepyep28 @wlvrne2k3,1383936363.0,michiesaved,'399004933447380993',Bangkok,,25200,,en
neverland,Who is the most famous person in your country?  NAPOLES :D http://t.co/gh23p8J3uc,1383936364.0,Hey_Batgirl,'399004937591721984',Pacific Time (US & Canada),,-28800,,en
,"NAPOLES""-invokelistQuas - HindiWex - OoExort - EwanInvoke - I invoke my right against self incriminationQQQ... http://t.co/quno6iZwHY",1383936439.0,makurorerenz,'399005249660551168',,,,,en
"manila, philippines","""@PsstMiss: I say ""i don't know"" to everything when I'm in a bad mood."" E ba't si napoles? -.-""",1383936441.0,KhristalFAIL,'399005259671945218',Alaska,,-32400,,en
Philippines (.),NAPOLES .  Rest In Peace .,1383936522.0,itsmecamille23,'399005598554935296',Alaska,,-32400,,en
"Pangasinan, Philippines ",My Amnesia Girl starring Janet Lim Napoles. Now Showing xD,1383936536.0,JanmearLigad,'399005655631020032',Baghdad,,10800,,en
"Chiryu Shi, Japan","GOODBYE YOLANDA, ISAMA MO SI NAPOLES! HAHAHAHAHA!  #YOLANDA #TYPHOON #PH #NAPOLES #PRAY &lt;3 http://t.co/K4MEdZQkZ2",1383936605.0,alohabejic,'399005944568614912',Beijing,137.0008984,28800,35.00573204,en
